title,summary,authors,published,link,category
"Mixed Reality Environment and High-Dimensional Continuification Control
  for Swarm Robotics","Many new methodologies for the control of large-scale multi-agent systems are
based on macroscopic representations of the emerging systemdynamics, in the
form of continuum approximations of large ensembles. These techniques, that are
typically developed in the limit case of an infinite number of agents, are
usually validated only through numerical simulations. In this paper, we
introduce a mixed reality set-up for testing swarm robotics techniques,
focusing on the macroscopic collective motion of robotic swarms. This hybrid
apparatus combines both real differential drive robots and virtual agents to
create a heterogeneous swarm of tunable size. We also extend
continuification-based control methods for swarms to higher dimensions, and
assess experimentally their validity in the new platform. Our study
demonstrates the effectiveness of the platform for conducting large-scale swarm
robotics experiments, and it contributes new theoretical insights into control
algorithms exploiting continuification approaches.","['Gian Carlo Maffettone', 'Lorenzo Liguori', 'Eduardo Palermo', 'Mario di Bernardo', 'Maurizio Porfiri']",2023-10-02T19:05:24Z,http://arxiv.org/abs/2310.01573v3,"['cs.RO', 'cs.SY', 'eess.SY']"
"Visualizing Causality in Mixed Reality for Manual Task Learning: An
  Exploratory Study","Mixed Reality (MR) is gaining prominence in manual task skill learning due to
its in-situ, embodied, and immersive experience. To teach manual tasks, current
methodologies break the task into hierarchies (tasks into subtasks) and
visualize the current subtask and future in terms of causality. Existing
psychology literature also shows that humans learn tasks by breaking them into
hierarchies. In order to understand the design space of information visualized
to the learner for better task understanding, we conducted a user study with 48
users. The study was conducted using a complex assembly task, which involves
learning of both actions and tool usage. We aim to explore the effect of
visualization of causality in the hierarchy for manual task learning in MR by
four options: no causality, event level causality, interaction level causality,
and gesture level causality. The results show that the user understands and
performs best when all the level of causality is shown to the user. Based on
the results, we further provide design recommendations and in-depth discussions
for future manual task learning systems.","['Rahul Jain', 'Jingyu Shi', 'Andrew Benton', 'Moiz Rasheed', 'Hyungjun Doh', 'Subramanian Chidambaram', 'Karthik Ramani']",2023-10-19T21:35:11Z,http://arxiv.org/abs/2310.13167v3,['cs.HC']
"SoundShift: Exploring Sound Manipulations for Accessible Mixed-Reality
  Awareness","Mixed-reality (MR) soundscapes blend real-world sound with virtual audio from
hearing devices, presenting intricate auditory information that is hard to
discern and differentiate. This is particularly challenging for blind or
visually impaired individuals, who rely on sounds and descriptions in their
everyday lives. To understand how complex audio information is consumed, we
analyzed online forum posts within the blind community, identifying prevailing
challenges, needs, and desired solutions. We synthesized the results and
propose SoundShift for increasing MR sound awareness, which includes six sound
manipulations: Transparency Shift, Envelope Shift, Position Shift, Style Shift,
Time Shift, and Sound Append. To evaluate the effectiveness of SoundShift, we
conducted a user study with 18 blind participants across three simulated MR
scenarios, where participants identified specific sounds within intricate
soundscapes. We found that SoundShift increased MR sound awareness and
minimized cognitive load. Finally, we developed three real-world example
applications to demonstrate the practicality of SoundShift.","['Ruei-Che Chang', 'Chia-Sheng Hung', 'Bing-Yu Chen', 'Dhruv Jain', 'Anhong Guo']",2024-01-20T02:57:50Z,http://arxiv.org/abs/2401.11095v2,"['cs.HC', 'cs.SD', 'eess.AS']"
"BioNet-XR: Biological Network Visualization Framework for Virtual
  Reality and Mixed Reality Environments","Protein-protein interaction networks (PPIN) enable the study of cellular
processes in organisms. Visualizing PPINs in extended reality (XR), including
virtual reality (VR) and mixed reality (MR), is crucial for exploring
subnetworks, evaluating protein positions, and collaboratively analyzing and
discussing on networks with the help of recent technological advancements.
Here, we present BioNet-XR, a 3D visualization framework, to visualize PPINs in
VR and MR environments. BioNet-XR was developed with the Unity3D game engine.
Our framework provides state-of-the-art methods and visualization features
including teleportation between nodes, general and first-person view to explore
the network, subnetwork construction via PageRank, Steiner tree, and all-pair
shortest path algorithms for a given set of initial nodes. We used usability
tests to gather feedback from both specialists (bioinformaticians) and
generalists (multidisciplinary groups), addressing the need for usability
evaluations of visualization tools. In the MR version of BioNet-XR, users can
seamlessly transition to real-world environments and interact with protein
interaction networks. BioNet-XR is highly modular and adaptable for
visualization of other biological networks, such as metabolic and regulatory
networks, and extension with additional network methods.","['Busra Senderin', 'Nurcan Tuncbag', 'Elif Surer']",2024-02-06T12:20:10Z,http://arxiv.org/abs/2402.03946v1,['cs.MM']
"Spatial Assisted Human-Drone Collaborative Navigation and Interaction
  through Immersive Mixed Reality","Aerial robots have the potential to play a crucial role in assisting humans
with complex and dangerous tasks. Nevertheless, the future industry demands
innovative solutions to streamline the interaction process between humans and
drones to enable seamless collaboration and efficient co-working. In this
paper, we present a novel tele-immersive framework that promotes cognitive and
physical collaboration between humans and robots through Mixed Reality (MR).
This framework incorporates a novel bi-directional spatial awareness and a
multi-modal virtual-physical interaction approaches. The former seamlessly
integrates the physical and virtual worlds, offering bidirectional egocentric
and exocentric environmental representations. The latter, leveraging the
proposed spatial representation, further enhances the collaboration combining a
robot planning algorithm for obstacle avoidance with a variable admittance
control. This allows users to issue commands based on virtual forces while
maintaining compatibility with the environment map. We validate the proposed
approach by performing several collaborative planning and exploration tasks
involving a drone and an user equipped with a MR headset.","['Luca Morando', 'Giuseppe Loianno']",2024-02-06T15:17:09Z,http://arxiv.org/abs/2402.04070v2,"['cs.RO', 'cs.SY', 'eess.SY']"
Another Body in the World: Flusserian Freedom in Mixed Reality,"In Flusserian view of media history, humans often misperceive the world
projected by media to be the world itself, leading to a loss of freedom. This
paper examines Flusserian Freedom in the context of Mixed Reality (MR) and
explores how humans can recognize the obscuration of the world within the media
(i.e., MR) and understand their relationship. The authors investigate the
concept of playing against apparatus and deliberately alienating the perception
of the projected world through an artwork titled ""Surrealism Me."" This artwork
enables the user to have another body within MR through interactive and
immersive experiences based on the definition of Sense of Embodiment. The
purpose of this work is to raise awareness of the domination of media and to
approach Flusserian freedom within contemporary technical arrangements.","['Aven Le Zhou', 'Lei Xi', 'Kang Zhang']",2024-02-16T15:19:35Z,http://arxiv.org/abs/2402.10751v1,['cs.CY']
"Data Cubes in Hand: A Design Space of Tangible Cubes for Visualizing 3D
  Spatio-Temporal Data in Mixed Reality","Tangible interfaces in mixed reality (MR) environments allow for intuitive
data interactions. Tangible cubes, with their rich interaction affordances,
high maneuverability, and stable structure, are particularly well-suited for
exploring multi-dimensional data types. However, the design potential of these
cubes is underexplored. This study introduces a design space for tangible cubes
in MR, focusing on interaction space, visualization space, sizes, and
multiplicity. Using spatio-temporal data, we explored the interaction
affordances of these cubes in a workshop (N=24). We identified unique
interactions like rotating, tapping, and stacking, which are linked to
augmented reality (AR) visualization commands. Integrating user-identified
interactions, we created a design space for tangible-cube interactions and
visualization. A prototype visualizing global health spending with small cubes
was developed and evaluated, supporting both individual and combined cube
manipulation. This research enhances our grasp of tangible interaction in MR,
offering insights for future design and application in diverse data contexts.","['Shuqi He', 'Haonan Yao', 'Luyan Jiang', 'Kaiwen Li', 'Nan Xiang', 'Yue Li', 'Hai-Ning Liang', 'Lingyun Yu']",2024-03-11T16:47:39Z,http://arxiv.org/abs/2403.06891v1,['cs.HC']
Gaze-based Human-Robot Interaction System for Infrastructure Inspections,"Routine inspections for critical infrastructures such as bridges are required
in most jurisdictions worldwide. Such routine inspections are largely visual in
nature, which are qualitative, subjective, and not repeatable. Although robotic
infrastructure inspections address such limitations, they cannot replace the
superior ability of experts to make decisions in complex situations, thus
making human-robot interaction systems a promising technology. This study
presents a novel gaze-based human-robot interaction system, designed to augment
the visual inspection performance through mixed reality. Through holograms from
a mixed reality device, gaze can be utilized effectively to estimate the
properties of the defect in real-time. Additionally, inspectors can monitor the
inspection progress online, which enhances the speed of the entire inspection
process. Limited controlled experiments demonstrate its effectiveness across
various users and defect types. To our knowledge, this is the first
demonstration of the real-time application of eye gaze in civil infrastructure
inspections.","['Sunwoong Choi', 'Zaid Abbas Al-Sabbag', 'Sriram Narasimhan', 'Chul Min Yeum']",2024-03-12T20:26:51Z,http://arxiv.org/abs/2403.08061v1,['cs.RO']
"On the Fly Robotic-Assisted Medical Instrument Planning and Execution
  Using Mixed Reality","Robotic-assisted medical systems (RAMS) have gained significant attention for
their advantages in alleviating surgeons' fatigue and improving patients'
outcomes. These systems comprise a range of human-computer interactions,
including medical scene monitoring, anatomical target planning, and robot
manipulation. However, despite its versatility and effectiveness, RAMS demands
expertise in robotics, leading to a high learning cost for the operator. In
this work, we introduce a novel framework using mixed reality technologies to
ease the use of RAMS. The proposed framework achieves real-time planning and
execution of medical instruments by providing 3D anatomical image overlay,
human-robot collision detection, and robot programming interface. These
features, integrated with an easy-to-use calibration method for head-mounted
display, improve the effectiveness of human-robot interactions. To assess the
feasibility of the framework, two medical applications are presented in this
work: 1) coil placement during transcranial magnetic stimulation and 2) drill
and injector device positioning during femoroplasty. Results from these use
cases demonstrate its potential to extend to a wider range of medical
scenarios.","['Letian Ai', 'Yihao Liu', 'Mehran Armand', 'Amir Kheradmand', 'Alejandro Martin-Gomez']",2024-04-08T21:58:25Z,http://arxiv.org/abs/2404.05887v1,['cs.RO']
"Quantifying Social Presence in Mixed Reality: A Contemporary Review of
  Techniques and Innovations","This literature review investigates the transformative potential of mixed
reality (MR) technology, where we explore the intersection of contemporary
technological advancements, modern deep learning recommendation systems, and
social psychology frameworks. This interdisciplinary study informs the
understanding of MR's role in improving social presence, catalyzing novel
social interactions, and enhancing the quality of interpersonal communication
in the real world. We also discuss the challenges and barriers blocking the
wide-spread adoption of social networking in MR, such as device constraints,
privacy and accessibility concerns, and social norms. Through carefully
structured, closed-environment experiments with diverse participants of varying
levels of digital literacy, we measure the differences in social dynamics,
frequency, quality, and duration of interactions, and levels of social anxiety
between MR-enhanced, mobile-enhanced, and control condition participants.",['Sparsh Srivastava'],2024-04-05T16:16:12Z,http://arxiv.org/abs/2404.15325v2,['cs.HC']
"Practice-informed Patterns for Organising Large Groups in Distributed
  Mixed Reality Collaboration","Collaborating across dissimilar, distributed spaces presents numerous
challenges for computer-aided spatial communication. Mixed reality (MR) can
blend selected surfaces, allowing collaborators to work in blended f-formations
(facing formations), even when their workstations are physically misaligned.
Since collaboration often involves more than just participant pairs, this
research examines how we might scale MR experiences for large-group
collaboration. To do so, this study recruited collaboration designers (CDs) to
evaluate and reimagine MR for large-scale collaboration. These CDs were engaged
in a four-part user study that involved a technology probe, a semi-structured
interview, a speculative low-fidelity prototyping activity and a validation
session. The outcomes of this paper contribute (1) a set of collaboration
design principles to inspire future computer-supported collaborative work, (2)
eight collaboration patterns for blended f-formations and collaboration at
scale and (3) theoretical implications for f-formations and space-place
relationships. As a result, this work creates a blueprint for scaling
collaboration across distributed spaces.","['Emily Wong', 'Juan Sánchez Esquivel', 'Jens Emil Grønbæk', 'Germán Leiva', 'Eduardo Velloso']",2024-05-08T08:06:22Z,http://arxiv.org/abs/2405.04873v2,['cs.HC']
"Harms in Repurposing Real-World Sensory Cues for Mixed Reality: A Causal
  Perspective","The rise of Mixed Reality (MR) stimulates new interactive techniques that
seamlessly blend the virtual and physical environments. Just as virtual content
could be overlayed onto the physical world for providing adaptive user
interfaces [5, 8], emergent techniques ""repurpose"" everyday environments and
sensory cues to support the virtual content [7, 9, 13-15]. For instance, a
strong wind gust in the real world, rather than being distracting to the
virtual experience, can be mapped with trees swaying in MR to achieve a
unifying experience [15], as shown in Figure 1. Such techniques introduce
stronger immersion, but they also expose users to overlooked perceptual
manipulations, where safety risks arise from misperception of real-world
events. In this work, we apply a causal inference perspective to understand the
harms of repurposing real-world sensory cues for MR. We argue that by viewing
the MR experience as a causal inference process of interpreting cues arising
from both the virtual and physical world, MR designers and researchers can gain
a new lens to understand potential perceptual manipulation harms.","['Yujie Tao', 'Sean Follmer']",2024-04-23T17:34:46Z,http://arxiv.org/abs/2405.05931v1,['cs.HC']
"RealitySummary: On-Demand Mixed Reality Document Enhancement using Large
  Language Models","We introduce RealitySummary, a mixed reality reading assistant that can
enhance any printed or digital document using on-demand text extraction,
summarization, and augmentation. While augmented reading tools promise to
enhance physical reading experiences with overlaid digital content, prior
systems have typically required pre-processed documents, which limits their
generalizability and real-world use cases. In this paper, we explore on-demand
document augmentation by leveraging large language models. To understand
generalizable techniques for diverse documents, we first conducted an
exploratory design study which identified five categories of document
enhancements (summarization, augmentation, navigation, comparison, and
extraction). Based on this, we developed a proof-of-concept system that can
automatically extract and summarize text using Google Cloud OCR and GPT-4, then
embed information around documents using a Microsoft Hololens 2 and Apple
Vision Pro. We demonstrate real-time examples of six specific document
augmentations: 1) summaries, 2) comparison tables, 3) timelines, 4) keyword
lists, 5) summary highlighting, and 6) information cards. Results from a
usability study (N=12) and in-the-wild study (N=11) highlight the potential
benefits of on-demand MR document enhancement and opportunities for future
research.","['Aditya Gunturu', 'Shivesh Jadon', 'Nandi Zhang', 'Jarin Thundathil', 'Wesley Willett', 'Ryo Suzuki']",2024-05-28T21:59:56Z,http://arxiv.org/abs/2405.18620v1,"['cs.HC', 'cs.AI', 'cs.CL']"
Live-action Virtual Reality Games,"This paper proposes the concept of ""live-action virtual reality games"" as a
new genre of digital games based on an innovative combination of live-action,
mixed-reality, context-awareness, and interaction paradigms that comprise
tangible objects, context-aware input devices, and embedded/embodied
interactions. Live-action virtual reality games are ""live-action games"" because
a player physically acts out (using his/her real body and senses) his/her
""avatar"" (his/her virtual representation) in the game stage, which is the
mixed-reality environment where the game happens. The game stage is a kind of
""augmented virtuality""; a mixed-reality where the virtual world is augmented
with real-world information. In live-action virtual reality games, players wear
HMD devices and see a virtual world that is constructed using the physical
world architecture as the basic geometry and context information. Physical
objects that reside in the physical world are also mapped to virtual elements.
Live-action virtual reality games keeps the virtual and real-worlds
superimposed, requiring players to physically move in the environment and to
use different interaction paradigms (such as tangible and embodied interaction)
to complete game activities. This setup enables the players to touch physical
architectural elements (such as walls) and other objects, ""feeling"" the game
stage. Players have free movement and may interact with physical objects placed
in the game stage, implicitly and explicitly. Live-action virtual reality games
differ from similar game concepts because they sense and use contextual
information to create unpredictable game experiences, giving rise to emergent
gameplay.","['Luis Valente', 'Esteban Clua', 'Alexandre Ribeiro Silva', 'Bruno Feijó']",2016-01-07T19:30:37Z,http://arxiv.org/abs/1601.01645v1,['cs.HC']
Inverse Augmented Reality: A Virtual Agent's Perspective,"We propose a framework called inverse augmented reality (IAR) which describes
the scenario that a virtual agent living in the virtual world can observe both
virtual objects and real objects. This is different from the traditional
augmented reality. The traditional virtual reality, mixed reality and augmented
reality are all generated for humans, i.e., they are human-centered frameworks.
On the contrary, the proposed inverse augmented reality is a virtual
agent-centered framework, which represents and analyzes the reality from a
virtual agent's perspective. In this paper, we elaborate the framework of
inverse augmented reality to argue the equivalence of the virtual world and the
physical world regarding the whole physical structure.","['Zhenliang Zhang', 'Dongdong Weng', 'Haiyan Jiang', 'Yue Liu', 'Yongtian Wang']",2018-08-10T05:23:37Z,http://arxiv.org/abs/1808.03413v1,['cs.HC']
"Where's My Drink? Enabling Peripheral Real World Interactions While
  Using HMDs","Head Mounted Displays (HMDs) allow users to experience virtual reality with a
great level of immersion. However, even simple physical tasks like drinking a
beverage can be difficult and awkward while in a virtual reality experience. We
explore mixed reality renderings that selectively incorporate the physical
world into the virtual world for interactions with physical objects. We
conducted a user study comparing four rendering techniques that balances
immersion in a virtual world with ease of interaction with the physical world.
Finally, we discuss the pros and cons of each approach, suggesting guidelines
for future rendering techniques that bring physical objects into virtual
reality.","['Pulkit Budhiraja', 'Rajinder Sodhi', 'Brett Jones', 'Kevin Karsch', 'Brian Bailey', 'David Forsyth']",2015-02-16T22:50:03Z,http://arxiv.org/abs/1502.04744v1,['cs.HC']
Notes on Pervasive Virtuality,"This paper summarizes current notes about a new mixed-reality paradigm that
we named as ""pervasive virtuality"". This paradigm has emerged recently in
industry and academia through different initiatives. In this paper we intend to
explore this new area by proposing a set of features that we identified as
important or helpful to realize pervasive virtuality in games and entertainment
applications.","['Luis Valente', 'Bruno Feijo', 'Alexandre Ribeiro Silva', 'Esteban Clua']",2016-05-25T12:01:46Z,http://arxiv.org/abs/1605.08035v1,['cs.HC']
"Augmented Reality with Hololens: Experiential Architectures Embedded in
  the Real World","Early hands-on experiences with the Microsoft Hololens augmented/mixed
reality device are reported and discussed, with a general aim of exploring
basic 3D visualization. A range of usage cases are tested, including data
visualization and immersive data spaces, in-situ visualization of 3D models and
full scale architectural form visualization. Ultimately, the Hololens is found
to provide a remarkable tool for moving from traditional visualization of 3D
objects on a 2D screen, to fully experiential 3D visualizations embedded in the
real world.","['Paul Hockett', 'Tim Ingleby']",2016-10-13T22:32:08Z,http://arxiv.org/abs/1610.04281v1,"['cs.GR', 'physics.data-an']"
Authoring and Living Next-Generation Location-Based Experiences,"Authoring location-based experiences involving multiple participants,
collaborating or competing in both indoor and outdoor mixed realities, is
extremely complex and bound to serious technical challenges. In this work, we
present the first results of the MAGELLAN European project and how these
greatly simplify this creative process using novel authoring, augmented reality
(AR) and indoor geolocalisation techniques.","['Olivier Balet', 'Boriana Koleva', 'Jens Grubert', 'Kwang Moo Yi', 'Marco Gunia', 'Angelos Katsis', 'Julien Castet']",2017-09-05T09:04:05Z,http://arxiv.org/abs/1709.01293v1,['cs.HC']
Real-time Egocentric Gesture Recognition on Mobile Head Mounted Displays,"Mobile virtual reality (VR) head mounted displays (HMD) have become popular
among consumers in recent years. In this work, we demonstrate real-time
egocentric hand gesture detection and localization on mobile HMDs. Our main
contributions are: 1) A novel mixed-reality data collection tool to automatic
annotate bounding boxes and gesture labels; 2) The largest-to-date egocentric
hand gesture and bounding box dataset with more than 400,000 annotated frames;
3) A neural network that runs real time on modern mobile CPUs, and achieves
higher than 76% precision on gesture recognition across 8 classes.","['Rohit Pandey', 'Marie White', 'Pavel Pidlypenskyi', 'Xue Wang', 'Christine Kaeser-Chen']",2017-12-13T19:06:37Z,http://arxiv.org/abs/1712.04961v1,['cs.CV']
"Deep Neural Network and Data Augmentation Methodology for off-axis iris
  segmentation in wearable headsets","A data augmentation methodology is presented and applied to generate a large
dataset of off-axis iris regions and train a low-complexity deep neural
network. Although of low complexity the resulting network achieves a high level
of accuracy in iris region segmentation for challenging off-axis eye-patches.
Interestingly, this network is also shown to achieve high levels of performance
for regular, frontal, segmentation of iris regions, comparing favorably with
state-of-the-art techniques of significantly higher complexity. Due to its
lower complexity, this network is well suited for deployment in embedded
applications such as augmented and mixed reality headsets.","['Viktor Varkarakis', 'Shabab Bazrafkan', 'Peter Corcoran']",2019-03-01T16:17:00Z,http://arxiv.org/abs/1903.00389v1,['cs.CV']
Making ethical decisions for the immersive web,"Mixed reality (MR) ethics occupies a space that intersects with web ethics,
emerging tech ethics, healthcare ethics and product ethics (among others). This
paper focuses on how we can build an immersive web that encourages ethical
development and usage. The technology is beyond emerging (footnote: generally,
the ethics of emerging technologies are focused on ethical assessments of
research and innovation), but not quite entrenched. We're still in a position
to intervene in the development process, instead of attempting to retrofit
ethical decisions into an established design. While we have a wider range of
data to analyze than most emerging technologies, we're still in a much more
speculative state than entrenched technologies. This space is a challenge and
an opportunity.",['Diane Hosfelt'],2019-05-14T14:57:20Z,http://arxiv.org/abs/1905.06995v1,['cs.HC']
"Real Time Egocentric Object Segmentation: THU-READ Labeling and
  Benchmarking Results","Egocentric segmentation has attracted recent interest in the computer vision
community due to their potential in Mixed Reality (MR) applications. While most
previous works have been focused on segmenting egocentric human body parts
(mainly hands), little attention has been given to egocentric objects. Due to
the lack of datasets of pixel-wise annotations of egocentric objects, in this
paper we contribute with a semantic-wise labeling of a subset of 2124 images
from the RGB-D THU-READ Dataset. We also report benchmarking results using
Thundernet, a real-time semantic segmentation network, that could allow future
integration with end-to-end MR applications.","['E. Gonzalez-Sosa', 'G. Robledo', 'D. Gonzalez-Morin', 'P. Perez-Garcia', 'A. Villegas']",2021-06-09T10:10:02Z,http://arxiv.org/abs/2106.04957v1,['cs.CV']
"Comparing Controller With the Hand Gestures Pinch and Grab for Picking
  Up and Placing Virtual Objects","Grabbing virtual objects is one of the essential tasks for Augmented,
Virtual, and Mixed Reality applications. Modern applications usually use a
simple pinch gesture for grabbing and moving objects. However, picking up
objects by pinching has disadvantages. It can be an unnatural gesture to pick
up objects and prevents the implementation of other gestures which would be
performed with thumb and index. Therefore it is not the optimal choice for many
applications. In this work, different implementations for grabbing and placing
virtual objects are proposed and compared. Performance and accuracy of the
proposed techniques are measured and compared.","['Alexander Schäfer', 'Gerd Reis', 'Didier Stricker']",2022-02-22T15:12:06Z,http://arxiv.org/abs/2202.10964v1,"['cs.HC', 'cs.CV']"
"Cross-Reality for Extending the Metaverse: Designing Hyper-Connected
  Immersive Environments with XRI","The Metaverse comprises technologies to enable virtual twins of the real
world, via mixed reality, internet of things, and others. As it matures unique
challenges arise such as a lack of strong connections between virtual and
physical worlds. This work presents design frameworks for cross-reality hybrid
spaces. Contributions include: i) clarifying the metaverse ""disconnect"", ii)
extended metaverse design frameworks, iii) prototypes, and iv) discussions
toward new metaverse smart environments.","['Jie Guan', 'Alexis Morris', 'Jay Irizawa']",2023-06-01T19:55:34Z,http://arxiv.org/abs/2306.01113v1,['cs.HC']
"Beyond the Screen: Reshaping the Workplace with Virtual and Augmented
  Reality","Although extended reality technologies have enjoyed an explosion in
popularity in recent years, few applications are effectively used outside the
entertainment or academic contexts. This work consists of a literature review
regarding the effective integration of such technologies in the workplace. It
aims to provide an updated view of how they are being used in that context.
First, we examine existing research concerning virtual, augmented, and
mixed-reality applications. We also analyze which have made their way to the
workflows of companies and institutions. Furthermore, we circumscribe the
aspects of extended reality technologies that determined this applicability.","['Nuno Verdelho Trindade', 'Alfredo Ferreira', 'João Madeiras Pereira']",2023-12-01T08:05:22Z,http://arxiv.org/abs/2312.00408v1,['cs.HC']
"OCTOPUS: Open-vocabulary Content Tracking and Object Placement Using
  Semantic Understanding in Mixed Reality","One key challenge in augmented reality is the placement of virtual content in
natural locations. Existing automated techniques are only able to work with a
closed-vocabulary, fixed set of objects. In this paper, we introduce a new
open-vocabulary method for object placement. Our eight-stage pipeline leverages
recent advances in segmentation models, vision-language models, and LLMs to
place any virtual object in any AR camera frame or scene. In a preliminary user
study, we show that our method performs at least as well as human experts 57%
of the time.","['Luke Yoffe', 'Aditya Sharma', 'Tobias Höllerer']",2023-12-20T07:34:20Z,http://arxiv.org/abs/2312.12815v1,"['cs.CV', 'cs.AI', 'cs.CL']"
"Virtual World, Defined from a Technological Perspective, and Applied to
  Video Games, Mixed Reality and the Metaverse","There is no generally accepted definition for a virtual world, with many
complimentary terms and acronyms having emerged implying a virtual world.
Advances in systems architecture techniques such as, host migration of
instances, mobile ad-hoc networking, and distributed computing, bring in to
question whether those architectures can actually support a virtual world.
Without a concrete definition, controversy ensues and it is problematic to
design an architecture for a virtual world. Several researchers provided a
definition but aspects of each definition are still problematic and simply can
not be applied to contemporary technologies. The approach of this article is to
sample technologies using grounded theory, and obtain a definition for a
`virtual world' that is directly applicable to technology. The obtained
definition is compared with related work and used to classify advanced
technologies, such as: a pseudo-persistent video game, a MANet, virtual and
mixed reality, and the Metaverse. The results of this article include: a break
down of which properties set apart the various technologies; a definition that
is validated by comparing it with other definitions; an ontology showing the
relation of the different complimentary terms and acronyms; and, the usage of
pseudo-persistence to categories those technologies which only mimic
persistence.",['Kim J. L. Nevelsteen'],2015-11-26T18:05:02Z,http://arxiv.org/abs/1511.08464v2,"['cs.HC', 'cs.CY']"
"Augmenting the thermal flux experiment: a mixed reality approach with
  the HoloLens","In the field of Virtual Reality (VR) and Augmented Reality (AR) technologies
have made huge progress during the last years and also reached the field of
education. The virtuality continuum, ranging from pure virtuality on one side
to the real world on the other has been successfully covered by the use of
immersive technologies like head-mounted displays, which allow to embed virtual
objects into the real surroundings, leading to a Mixed Reality (MR) experience.
In such an environment digital and real objects do not only co-exist, but
moreover are also able to interact with each other in real-time. These concepts
can be used to merge human perception of reality with digitally visualized
sensor data and thereby making the invisible visible. As a first example, in
this paper we introduce alongside the basic idea of this column an
MR-experiment in thermodynamics for a laboratory course for freshman students
in physics or other science and engineering subjects which uses physical data
from mobile devices for analyzing and displaying physical phenomena to
students.","['M. P. Strzys', 'S. Kapp', 'M. Thees', 'P. Lukowicz', 'P. Knierim', 'A. Schmidt', 'J. Kuhn']",2017-09-05T11:52:18Z,http://arxiv.org/abs/1709.01342v1,['physics.ed-ph']
Security and Privacy Approaches in Mixed Reality: A Literature Survey,"Mixed reality (MR) technology development is now gaining momentum due to
advances in computer vision, sensor fusion, and realistic display technologies.
With most of the research and development focused on delivering the promise of
MR, there is only barely a few working on the privacy and security implications
of this technology. This survey paper aims to put in to light these risks, and
to look into the latest security and privacy work on MR. Specifically, we list
and review the different protection approaches that have been proposed to
ensure user and data security and privacy in MR. We extend the scope to include
work on related technologies such as augmented reality (AR), virtual reality
(VR), and human-computer interaction (HCI) as crucial components, if not the
origins, of MR, as well as numerous related work from the larger area of mobile
devices, wearables, and Internet-of-Things (IoT). We highlight the lack of
investigation, implementation, and evaluation of data protection approaches in
MR. Further challenges and directions on MR security and privacy are also
discussed.","['Jaybie A. de Guzman', 'Kanchana Thilakarathna', 'Aruna Seneviratne']",2018-02-15T23:33:45Z,http://arxiv.org/abs/1802.05797v3,"['cs.CR', 'cs.CY', 'cs.HC']"
"Conservative Plane Releasing for Spatial Privacy Protection in Mixed
  Reality","Augmented reality (AR) or mixed reality (MR) platforms require spatial
understanding to detect objects or surfaces, often including their structural
(i.e. spatial geometry) and photometric (e.g. color, and texture) attributes,
to allow applications to place virtual or synthetic objects seemingly
""anchored"" on to real world objects; in some cases, even allowing interactions
between the physical and virtual objects. These functionalities require AR/MR
platforms to capture the 3D spatial information with high resolution and
frequency; however, these pose unprecedented risks to user privacy. Aside from
objects being detected, spatial information also reveals the location of the
user with high specificity, e.g. in which part of the house the user is. In
this work, we propose to leverage spatial generalizations coupled with
conservative releasing to provide spatial privacy while maintaining data
utility. We designed an adversary that builds up on existing place and shape
recognition methods over 3D data as attackers to which the proposed spatial
privacy approach can be evaluated against. Then, we simulate user movement
within spaces which reveals more of their space as they move around utilizing
3D point clouds collected from Microsoft HoloLens. Results show that revealing
no more than 11 generalized planes--accumulated from successively revealed
spaces with large enough radius, i.e. $r\leq1.0m$--can make an adversary fail
in identifying the spatial location of the user for at least half of the time.
Furthermore, if the accumulated spaces are of smaller radius, i.e. each
successively revealed space is $r\leq 0.5m$, we can release up to 29
generalized planes while enjoying both better data utility and privacy.","['Jaybie A. de Guzman', 'Kanchana Thilakarathna', 'Aruna Seneviratne']",2020-04-17T01:57:58Z,http://arxiv.org/abs/2004.08029v1,"['cs.CV', 'cs.CR', 'cs.HC']"
Kalman Filter-based Head Motion Prediction for Cloud-based Mixed Reality,"Volumetric video allows viewers to experience highly-realistic 3D content
with six degrees of freedom in mixed reality (MR) environments. Rendering
complex volumetric videos can require a prohibitively high amount of
computational power for mobile devices. A promising technique to reduce the
computational burden on mobile devices is to perform the rendering at a cloud
server. However, cloud-based rendering systems suffer from an increased
interaction (motion-to-photon) latency that may cause registration errors in MR
environments. One way of reducing the effective latency is to predict the
viewer's head pose and render the corresponding view from the volumetric video
in advance. In this paper, we design a Kalman filter for head motion prediction
in our cloud-based volumetric video streaming system. We analyze the
performance of our approach using recorded head motion traces and compare its
performance to an autoregression model for different prediction intervals
(look-ahead times). Our results show that the Kalman filter can predict head
orientations 0.5 degrees more accurately than the autoregression model for a
look-ahead time of 60 ms.","['Serhan Gül', 'Sebastian Bosse', 'Dimitri Podborski', 'Thomas Schierl', 'Cornelius Hellge']",2020-07-28T09:41:22Z,http://arxiv.org/abs/2007.14084v1,"['cs.MM', 'eess.IV', 'eess.SP']"
