title,summary,authors,published,link,category,keywords
"MSI-NeRF: Linking Omni-Depth with View Synthesis through Multi-Sphere
  Image aided Generalizable Neural Radiance Field","Panoramic observation using fisheye cameras is significant in robot perception, reconstruction, and remote operation. However, panoramic images synthesized by traditional methods lack depth information and can only provide three degrees-of-freedom (3DoF) rotation rendering in virtual reality applications. To fully preserve and exploit the parallax information within the original fisheye cameras, we introduce MSI-NeRF, which combines deep learning omnidirectional depth estimation and novel view rendering. We first construct a multi-sphere image as a cost volume through feature extraction and warping of the input images. It is then processed by geometry and appearance decoders, respectively. Unlike methods that regress depth maps directly, we further build an implicit radiance field using spatial points and interpolated 3D feature vectors as input. In this way, we can simultaneously realize omnidirectional depth estimation and 6DoF view synthesis. Our method is trained in a semi-self-supervised manner. It does not require target view images and only uses depth data for supervision. Our network has the generalization ability to reconstruct unknown scenes efficiently using only four images. Experimental results show that our method outperforms existing methods in depth estimation and novel view synthesis tasks.","['Dongyu Yan', 'Guanyu Huang', 'Fengyu Quan', 'Haoyao Chen']",2024-03-16T07:26:50Z,http://arxiv.org/abs/2403.10840v1,"['cs.RO', 'cs.CV']","fisheye cameras,depth estimation,neural radiance field,view synthesis,deep learning,omnidirectional,semi-self-supervised,generalization,feature extraction,radiance field"
Harnessing the Power of AI-Generated Content for Semantic Communication,"Semantic Communication (SemCom) is envisaged as the next-generation paradigm to address challenges stemming from the conflicts between the increasing volume of transmission data and the scarcity of spectrum resources. However, existing SemCom systems face drawbacks, such as low explainability, modality rigidity, and inadequate reconstruction functionality. Recognizing the transformative capabilities of AI-generated content (AIGC) technologies in content generation, this paper explores a pioneering approach by integrating them into SemCom to address the aforementioned challenges. We employ a three-layer model to illustrate the proposed AIGC-assisted SemCom (AIGC-SCM) architecture, emphasizing its clear deviation from existing SemCom. Grounded in this model, we investigate various AIGC technologies with the potential to augment SemCom's performance. In alignment with SemCom's goal of conveying semantic meanings, we also introduce the new evaluation methods for our AIGC-SCM system. Subsequently, we explore communication scenarios where our proposed AIGC-SCM can realize its potential. For practical implementation, we construct a detailed integration workflow and conduct a case study in a virtual reality image transmission scenario. The results demonstrate our ability to maintain a high degree of alignment between the reconstructed content and the original source information, while substantially minimizing the data volume required for transmission. These findings pave the way for further enhancements in communication efficiency and the improvement of Quality of Service. At last, we present future directions for AIGC-SCM studies.","['Yiru Wang', 'Wanting Yang', 'Zehui Xiong', 'Yuping Zhao', 'Tony Q. S. Quek', 'Zhu Han']",2024-04-10T06:13:45Z,http://arxiv.org/abs/2404.06765v1,['eess.SP'],"Semantic Communication,AI-generated content,SemCom,spectrum resources,content generation,AIGC-SCM architecture,communication scenarios,evaluation methods,virtual reality,Quality of Service"
"DreamScene360: Unconstrained Text-to-3D Scene Generation with Panoramic
  Gaussian Splatting","The increasing demand for virtual reality applications has highlighted the significance of crafting immersive 3D assets. We present a text-to-3D 360$^{\circ}$ scene generation pipeline that facilitates the creation of comprehensive 360$^{\circ}$ scenes for in-the-wild environments in a matter of minutes. Our approach utilizes the generative power of a 2D diffusion model and prompt self-refinement to create a high-quality and globally coherent panoramic image. This image acts as a preliminary ""flat"" (2D) scene representation. Subsequently, it is lifted into 3D Gaussians, employing splatting techniques to enable real-time exploration. To produce consistent 3D geometry, our pipeline constructs a spatially coherent structure by aligning the 2D monocular depth into a globally optimized point cloud. This point cloud serves as the initial state for the centroids of 3D Gaussians. In order to address invisible issues inherent in single-view inputs, we impose semantic and geometric constraints on both synthesized and input camera views as regularizations. These guide the optimization of Gaussians, aiding in the reconstruction of unseen regions. In summary, our method offers a globally consistent 3D scene within a 360$^{\circ}$ perspective, providing an enhanced immersive experience over existing techniques. Project website at: http://dreamscene360.github.io/","['Shijie Zhou', 'Zhiwen Fan', 'Dejia Xu', 'Haoran Chang', 'Pradyumna Chari', 'Tejas Bharadwaj', 'Suya You', 'Zhangyang Wang', 'Achuta Kadambi']",2024-04-10T10:46:59Z,http://arxiv.org/abs/2404.06903v1,"['cs.CV', 'cs.AI']","3D scene generation,Text-to-3D,Panoramic image,Gaussian splatting,2D diffusion model,Monocular depth,Point cloud,Semantic constraints,Geometric constraints,Immersive experience"
A Survey On Text-to-3D Contents Generation In The Wild,"3D content creation plays a vital role in various applications, such as gaming, robotics simulation, and virtual reality. However, the process is labor-intensive and time-consuming, requiring skilled designers to invest considerable effort in creating a single 3D asset. To address this challenge, text-to-3D generation technologies have emerged as a promising solution for automating 3D creation. Leveraging the success of large vision language models, these techniques aim to generate 3D content based on textual descriptions. Despite recent advancements in this area, existing solutions still face significant limitations in terms of generation quality and efficiency. In this survey, we conduct an in-depth investigation of the latest text-to-3D creation methods. We provide a comprehensive background on text-to-3D creation, including discussions on datasets employed in training and evaluation metrics used to assess the quality of generated 3D models. Then, we delve into the various 3D representations that serve as the foundation for the 3D generation process. Furthermore, we present a thorough comparison of the rapidly growing literature on generative pipelines, categorizing them into feedforward generators, optimization-based generation, and view reconstruction approaches. By examining the strengths and weaknesses of these methods, we aim to shed light on their respective capabilities and limitations. Lastly, we point out several promising avenues for future research. With this survey, we hope to inspire researchers further to explore the potential of open-vocabulary text-conditioned 3D content creation.",['Chenhan Jiang'],2024-05-15T15:23:22Z,http://arxiv.org/abs/2405.09431v1,"['cs.CV', 'cs.GR']","text-to-3D generation,3D content creation,vision language models,generative pipelines,feedforward generators,optimization-based generation,view reconstruction approaches,datasets,evaluation metrics,3D representations."
MOSS: Motion-based 3D Clothed Human Synthesis from Monocular Video,"Single-view clothed human reconstruction holds a central position in virtual reality applications, especially in contexts involving intricate human motions. It presents notable challenges in achieving realistic clothing deformation. Current methodologies often overlook the influence of motion on surface deformation, resulting in surfaces lacking the constraints imposed by global motion. To overcome these limitations, we introduce an innovative framework, Motion-Based 3D Clothed Humans Synthesis (MOSS), which employs kinematic information to achieve motion-aware Gaussian split on the human surface. Our framework consists of two modules: Kinematic Gaussian Locating Splatting (KGAS) and Surface Deformation Detector (UID). KGAS incorporates matrix-Fisher distribution to propagate global motion across the body surface. The density and rotation factors of this distribution explicitly control the Gaussians, thereby enhancing the realism of the reconstructed surface. Additionally, to address local occlusions in single-view, based on KGAS, UID identifies significant surfaces, and geometric reconstruction is performed to compensate for these deformations. Experimental results demonstrate that MOSS achieves state-of-the-art visual quality in 3D clothed human synthesis from monocular videos. Notably, we improve the Human NeRF and the Gaussian Splatting by 33.94% and 16.75% in LPIPS* respectively. Codes are available at https://wanghongsheng01.github.io/MOSS/.","['Hongsheng Wang', 'Xiang Cai', 'Xi Sun', 'Jinhong Yue', 'Shengyu Zhang', 'Feng Lin', 'Fei Wu']",2024-05-21T13:57:53Z,http://arxiv.org/abs/2405.12806v1,['cs.CV'],"Motion-based,3D,Clothed human synthesis,Monocular video,Kinematic information,Gaussian split,Surface deformation,Matrix-Fisher distribution,Global motion,Local occlusions."
Generative Camera Dolly: Extreme Monocular Dynamic Novel View Synthesis,"Accurate reconstruction of complex dynamic scenes from just a single viewpoint continues to be a challenging task in computer vision. Current dynamic novel view synthesis methods typically require videos from many different camera viewpoints, necessitating careful recording setups, and significantly restricting their utility in the wild as well as in terms of embodied AI applications. In this paper, we propose $\textbf{GCD}$, a controllable monocular dynamic view synthesis pipeline that leverages large-scale diffusion priors to, given a video of any scene, generate a synchronous video from any other chosen perspective, conditioned on a set of relative camera pose parameters. Our model does not require depth as input, and does not explicitly model 3D scene geometry, instead performing end-to-end video-to-video translation in order to achieve its goal efficiently. Despite being trained on synthetic multi-view video data only, zero-shot real-world generalization experiments show promising results in multiple domains, including robotics, object permanence, and driving environments. We believe our framework can potentially unlock powerful applications in rich dynamic scene understanding, perception for robotics, and interactive 3D video viewing experiences for virtual reality.","['Basile Van Hoorick', 'Rundi Wu', 'Ege Ozguroglu', 'Kyle Sargent', 'Ruoshi Liu', 'Pavel Tokmakov', 'Achal Dave', 'Changxi Zheng', 'Carl Vondrick']",2024-05-23T17:59:52Z,http://arxiv.org/abs/2405.14868v1,"['cs.CV', 'cs.AI', 'cs.LG', 'cs.RO']","generative camera dolly,monocular,dynamic view synthesis,computer vision,diffusion priors,camera pose parameters,video-to-video translation,3D scene geometry,embodied AI applications"
"First Data Release of the COSMOS Lyman-Alpha Mapping And Tomography
  Observations: 3D Lyman-$α$ Forest Tomography at 2.05 < z < 2.55","Faint star-forming galaxies at $z\sim 2-3$ can be used as alternative background sources to probe the Lyman-$\alpha$ forest in addition to quasars, yielding high sightline densities that enable 3D tomographic reconstruction of the foreground absorption field. Here, we present the first data release from the COSMOS Lyman-Alpha Mapping And Mapping Observations (CLAMATO) Survey, which was conducted with the LRIS spectrograph on the Keck-I telescope. Over an observational footprint of 0.157$\mathrm{deg}^2$ within the COSMOS field, we used 240 galaxies and quasars at $2.17<z<3.00$, with a mean comoving transverse separation of $2.37\,h^{-1}\,\mathrm{Mpc^3}$, as background sources probing the foreground Lyman-$\alpha$ forest absorption at $2.05<z<2.55$. The Lyman-$\alpha$ forest data was then used to create a Wiener-filtered tomographic reconstruction over a comoving volume of $3.15\,\times 10^5\,h^{-3}\,\mathrm{Mpc^3}$ with an effective smoothing scale of $2.5\,h^{-1}\,\mathrm{Mpc}$. In addition to traditional figures, this map is also presented as a virtual-reality YouTube360 video visualization and manipulable interactive figure. We see large overdensities and underdensities that visually agree with the distribution of coeval galaxies from spectroscopic redshift surveys in the same field, including overdensities associated with several recently-discovered galaxy protoclusters in the volume. This data release includes the redshift catalog, reduced spectra, extracted Lyman-$\alpha$ forest pixel data, and tomographic map of the absorption.","['Khee-Gan Lee', 'Alex Krolewski', 'Martin White', 'David Schlegel', 'Peter E. Nugent', 'Joseph F. Hennawi', 'Thomas Müller', 'Richard Pan', 'J. Xavier Prochaska', 'Andreu Font-Ribera', 'Nao Suzuki', 'Karl Glazebrook', 'Glenn G. Kacprzak', 'Jeyhan S. Kartaltepe', 'Anton M. Koekemoer', 'Olivier Le Févre', 'Brian C. Lemaux', 'Christian Maier', 'Themiya Nanayakkara', 'R. Michael Rich', 'D. B. Sanders', 'Mara Salvato', 'Lidia Tasca', 'Kim-Vy H. Tran']",2017-10-08T22:33:01Z,http://arxiv.org/abs/1710.02894v3,"['astro-ph.CO', 'astro-ph.GA']","Lyman-alpha forest,Tomography,Spectrograph,Quasars,Transverse separation,Comoving volume,Overdensities,Underdensities,Protoclusters,Redshift catalog"
"LookinGood: Enhancing Performance Capture with Real-time Neural
  Re-Rendering","Motivated by augmented and virtual reality applications such as telepresence, there has been a recent focus in real-time performance capture of humans under motion. However, given the real-time constraint, these systems often suffer from artifacts in geometry and texture such as holes and noise in the final rendering, poor lighting, and low-resolution textures. We take the novel approach to augment such real-time performance capture systems with a deep architecture that takes a rendering from an arbitrary viewpoint, and jointly performs completion, super resolution, and denoising of the imagery in real-time. We call this approach neural (re-)rendering, and our live system ""LookinGood"". Our deep architecture is trained to produce high resolution and high quality images from a coarse rendering in real-time. First, we propose a self-supervised training method that does not require manual ground-truth annotation. We contribute a specialized reconstruction error that uses semantic information to focus on relevant parts of the subject, e.g. the face. We also introduce a salient reweighing scheme of the loss function that is able to discard outliers. We specifically design the system for virtual and augmented reality headsets where the consistency between the left and right eye plays a crucial role in the final user experience. Finally, we generate temporally stable results by explicitly minimizing the difference between two consecutive frames. We tested the proposed system in two different scenarios: one involving a single RGB-D sensor, and upper body reconstruction of an actor, the second consisting of full body 360 degree capture. Through extensive experimentation, we demonstrate how our system generalizes across unseen sequences and subjects. The supplementary video is available at http://youtu.be/Md3tdAKoLGU.","['Ricardo Martin-Brualla', 'Rohit Pandey', 'Shuoran Yang', 'Pavel Pidlypenskyi', 'Jonathan Taylor', 'Julien Valentin', 'Sameh Khamis', 'Philip Davidson', 'Anastasia Tkach', 'Peter Lincoln', 'Adarsh Kowdle', 'Christoph Rhemann', 'Dan B Goldman', 'Cem Keskin', 'Steve Seitz', 'Shahram Izadi', 'Sean Fanello']",2018-11-12T22:51:19Z,http://arxiv.org/abs/1811.05029v1,['cs.CV'],"real-time performance capture,neural re-rendering,deep architecture,completion,super resolution,denoising,self-supervised training,reconstruction error,semantic information,virtual reality,augmented reality"
3D Reconstruction & Assessment Framework based on affordable 2D Lidar,"Lidar is extensively used in the industry and mass-market. Due to its measurement accuracy and insensitivity to illumination compared to cameras, It is applied onto a broad range of applications, like geodetic engineering, self driving cars or virtual reality. But the 3D Lidar with multi-beam is very expensive, and the massive measurements data can not be fully leveraged on some constrained platforms. The purpose of this paper is to explore the possibility of using cheap 2D Lidar off-the-shelf, to preform complex 3D Reconstruction, moreover, the generated 3D map quality is evaluated by our proposed metrics at the end. The 3D map is constructed in two ways, one way in which the scan is performed at known positions with an external rotary axis at another plane. The other way, in which the 2D Lidar for mapping and another 2D Lidar for localization are placed on a trolley, the trolley is pushed on the ground arbitrarily. The generated maps by different approaches are converted to octomaps uniformly before the evaluation. The similarity and difference between two maps will be evaluated by the proposed metrics thoroughly. The whole mapping system is composed of several modular components. A 3D bracket was made for assembling of the Lidar with a long range, the driver and the motor together. A cover platform made for the IMU and 2D Lidar with a shorter range but high accuracy. The software is stacked up in different ROS packages.","['Xueyang Kang', 'Shengjiong Yin', 'Yinglong Fen']",2018-03-24T22:09:08Z,http://arxiv.org/abs/1803.09167v3,"['cs.RO', '28-06', 'I.2.9, C.0, C.1, C.5']","3D Reconstruction,Assessment Framework,2D Lidar,Lidar,3D Map,Multi-beam,Geodetic Engineering,Virtual Reality,Octomaps,ROS packages"
"A Mixed VR and Physical Framework to Evaluate Impacts of Virtual Legs
  and Elevated Narrow Working Space on Construction Workers Gait Pattern","It is difficult to conduct training and evaluate workers' postural performance by using the actual job site environment due to safety concerns. Virtual reality (VR) provides an alternative to create immersive working environments without significant safety concerns. Working on elevated surfaces is a dangerous scenario, which may lead to gait and postural instability and, consequently, a serious fall. Previous studies showed that VR is a promising tool for measuring the impact of height on the postural sway. However, most of these studies used the treadmill as the walking locomotion apparatus in a virtual environment (VE). This paper was focused on natural walking locomotion to reduce the inherent postural perturbations of VR devices. To investigate the impact of virtual height on gait characteristics and keep the level of realism and feeling of presence at their highest, we enhanced the first-person-character model with ""virtual legs"". Afterward, we investigated its effect on the gait parameters of the participants with and without the presence of height. To that end, twelve healthy adults were asked to walk on a virtual loop path once at the ground level and once at the 17th floor of an unfinished structure. By quantitatively comparing the participants' gait pattern results, we observed a decrease in the stride length and increase in the gait duration of the participants exposed to height. At the ground level, the use of the enhanced model reduced participants' average stride length and height. The results of this study help us understand users' behaviors when they were exposed to elevated surfaces and establish a firm ground for gait stability analysis for the future height-related VR studies. We expect this developed VR platform can generate reliable results of VR application in more construction safety studies.","['Mahmoud Habibnezhad', 'Jay Puckett', 'Mohammad Sadra Fardhosseini', 'Lucky Agung Pratama']",2019-06-20T14:47:49Z,http://arxiv.org/abs/1906.08670v1,['cs.HC'],"virtual reality,framework,construction workers,gait pattern,immersive environments,postural performance,elevated surfaces,gait characteristics,virtual legs,gait stability"
"Experiencing Extreme Height for The First Time: The Influence of Height,
  Self-Judgment of Fear and a Moving Structural Beam on the Heart Rate and
  Postural Sway During the Quiet Stance","Falling from elevated surfaces is the main cause of death and injury at construction sites. Based on the Bureau of Labor Statistics (BLS) reports, an average of nearly three workers per day suffer fatal injuries from falling. Studies show that postural instability is the foremost cause of this disproportional falling rate. To study what affects the postural stability of construction workers, we conducted a series of experiments in the virtual reality (VR). Twelve healthy adults, all students at the University of Nebraska were recruited for this study. During each trial, participants heart rates and postural sways were measured as the dependent factors. The independent factors included a moving structural beam (MB) coming directly at the participants, the presence of VR, height, the participants self-judgment of fear, and their level of acrophobia. The former was designed in an attempt to simulate some part of the steel erection procedure, which is one of the key tasks of ironworkers. The results of this study indicate that height increase the postural sway. Self-judged fear significantly was found to decrease postural sway, more specifically the normalized total excursion of the center of pressure (TE), both in the presence and absence of height. Also, participants heart rates significantly increase once they are confronted by a moving beam in the virtual environment (VE), even though they are informed that the beam will not hit them. The findings of this study can be useful for training novice ironworkers that will be subjected to height and steel erection for the first time.","['Mahmoud Habibnezhad', 'Jay Puckett', 'Mohammad Sadra Fardhosseini', 'Houtan Jebelli', 'Terry Stentz', 'Lucky Agung Pratama']",2019-06-20T15:08:45Z,http://arxiv.org/abs/1906.08682v1,['cs.HC'],"postural instability,construction workers,virtual reality,heart rate,postural sway,acrophobia,steel erection,ironworkers,center of pressure,height"
"Dense 3D Reconstruction for Visual Tunnel Inspection using Unmanned
  Aerial Vehicle","Advances in Unmanned Aerial Vehicle (UAV) opens venues for application such as tunnel inspection. Owing to its versatility to fly inside the tunnels, it can quickly identify defects and potential problems related to safety. However, long tunnels, especially with repetitive or uniform structures pose a significant problem for UAV navigation. Furthermore, post-processing visual data from the camera mounted on the UAV is required to generate useful information for the inspection task. In this work, we design a UAV with a single rotating camera to accomplish the task. Compared to other platforms, our solution can fit the stringent requirement for tunnel inspection, in terms of battery life, size and weight. While the current state-of-the-art can estimate camera pose and 3D geometry from a sequence of images, they assume large overlap, small rotational motion, and many distinct matching points between images. These assumptions severely limit their effectiveness in tunnel-like scenarios where the camera has erratic or large rotational motion, such as the one mounted on the UAV. This paper presents a novel solution which exploits Structure-from-Motion, Bundle Adjustment, and available geometry priors to robustly estimate camera pose and automatically reconstruct a fully-dense 3D scene using the least possible number of images in various challenging tunnel-like environments. We validate our system with both Virtual Reality application and experimentation with a real dataset. The results demonstrate that the proposed reconstruction along with texture mapping allows for remote navigation and inspection of tunnel-like environments, even those which are inaccessible for humans.","['Ramanpreet Singh Pahwa', 'Kennard Yanting Chan', 'Jiamin Bai', 'Vincensius Billy Saputra', 'Minh N. Do', 'Shaohui Foong']",2019-11-09T03:22:10Z,http://arxiv.org/abs/1911.03603v1,"['cs.RO', 'cs.CV']","Dense 3D Reconstruction,Visual Tunnel Inspection,Unmanned Aerial Vehicle,Structure-from-Motion,Bundle Adjustment,Camera Pose,3D Geometry,Tunnel-Like Environments,Texture Mapping,Virtual Reality"
"Deep Coarse-to-fine Dense Light Field Reconstruction with Flexible
  Sampling and Geometry-aware Fusion","A densely-sampled light field (LF) is highly desirable in various applications, such as 3-D reconstruction, post-capture refocusing and virtual reality. However, it is costly to acquire such data. Although many computational methods have been proposed to reconstruct a densely-sampled LF from a sparsely-sampled one, they still suffer from either low reconstruction quality, low computational efficiency, or the restriction on the regularity of the sampling pattern. To this end, we propose a novel learning-based method, which accepts sparsely-sampled LFs with irregular structures, and produces densely-sampled LFs with arbitrary angular resolution accurately and efficiently. We also propose a simple yet effective method for optimizing the sampling pattern. Our proposed method, an end-to-end trainable network, reconstructs a densely-sampled LF in a coarse-to-fine manner. Specifically, the coarse sub-aperture image (SAI) synthesis module first explores the scene geometry from an unstructured sparsely-sampled LF and leverages it to independently synthesize novel SAIs, in which a confidence-based blending strategy is proposed to fuse the information from different input SAIs, giving an intermediate densely-sampled LF. Then, the efficient LF refinement module learns the angular relationship within the intermediate result to recover the LF parallax structure. Comprehensive experimental evaluations demonstrate the superiority of our method on both real-world and synthetic LF images when compared with state-of-the-art methods. In addition, we illustrate the benefits and advantages of the proposed approach when applied in various LF-based applications, including image-based rendering and depth estimation enhancement.","['Jing Jin', 'Junhui Hou', 'Jie Chen', 'Huanqiang Zeng', 'Sam Kwong', 'Jingyi Yu']",2019-08-31T05:16:21Z,http://arxiv.org/abs/1909.01341v3,"['eess.IV', 'cs.CV']","deep learning,light field reconstruction,sampling,geometry-aware fusion,coarse-to-fine,computational efficiency,angular resolution,end-to-end trainable network,parallax structure"
3D Human Body Reshaping with Anthropometric Modeling,"Reshaping accurate and realistic 3D human bodies from anthropometric parameters (e.g., height, chest size, etc.) poses a fundamental challenge for person identification, online shopping and virtual reality. Existing approaches for creating such 3D shapes often suffer from complex measurement by range cameras or high-end scanners, which either involve heavy expense cost or result in low quality. However, these high-quality equipments limit existing approaches in real applications, because the equipments are not easily accessible for common users. In this paper, we have designed a 3D human body reshaping system by proposing a novel feature-selection-based local mapping technique, which enables automatic anthropometric parameter modeling for each body facet. Note that the proposed approach can leverage limited anthropometric parameters (i.e., 3-5 measurements) as input, which avoids complex measurement, and thus better user-friendly experience can be achieved in real scenarios. Specifically, the proposed reshaping model consists of three steps. First, we calculate full-body anthropometric parameters from limited user inputs by imputation technique, and thus essential anthropometric parameters for 3D body reshaping can be obtained. Second, we select the most relevant anthropometric parameters for each facet by adopting relevance masks, which are learned offline by the proposed local mapping technique. Third, we generate the 3D body meshes by mapping matrices, which are learned by linear regression from the selected parameters to mesh-based body representation. We conduct experiments by anthropomorphic evaluation and a user study from 68 volunteers. Experiments show the superior results of the proposed system in terms of mean reconstruction error against the state-of-the-art approaches.","['Yanhong Zeng', 'Jianlong Fu', 'Hongyang Chao']",2021-04-05T04:09:39Z,http://arxiv.org/abs/2104.01762v1,"['cs.CV', 'cs.GR']","3D human body,reshaping,anthropometric modeling,feature selection,local mapping technique,anthropometric parameters,imputation technique,relevance masks,linear regression,mesh-based representation"
"Simultaneous Estimation of Hand Configurations and Finger Joint Angles
  using Forearm Ultrasound","With the advancement in computing and robotics, it is necessary to develop fluent and intuitive methods for interacting with digital systems, augmented/virtual reality (AR/VR) interfaces, and physical robotic systems. Hand motion recognition is widely used to enable these interactions. Hand configuration classification and MCP joint angle detection is important for a comprehensive reconstruction of hand motion. sEMG and other technologies have been used for the detection of hand motions. Forearm ultrasound images provide a musculoskeletal visualization that can be used to understand hand motion. Recent work has shown that these ultrasound images can be classified using machine learning to estimate discrete hand configurations. Estimating both hand configuration and MCP joint angles based on forearm ultrasound has not been addressed in the literature. In this paper, we propose a CNN based deep learning pipeline for predicting the MCP joint angles. The results for the hand configuration classification were compared by using different machine learning algorithms. SVC with different kernels, MLP, and the proposed CNN have been used to classify the ultrasound images into 11 hand configurations based on activities of daily living. Forearm ultrasound images were acquired from 6 subjects instructed to move their hands according to predefined hand configurations. Motion capture data was acquired to get the finger angles corresponding to the hand movements at different speeds. Average classification accuracy of 82.7% for the proposed CNN and over 80% for SVC for different kernels was observed on a subset of the dataset. An average RMSE of 7.35 degrees was obtained between the predicted and the true MCP joint angles. A low latency (6.25 - 9.1 Hz) pipeline has been proposed for estimating both MCP joint angles and hand configuration aimed at real-time control of human-machine interfaces.","['Keshav Bimbraw', 'Christopher J. Nycz', 'Matt Schueler', 'Ziming Zhang', 'Haichong K. Zhang']",2022-11-29T02:06:19Z,http://arxiv.org/abs/2211.15871v1,"['cs.RO', 'cs.CV', 'cs.HC']","hand configurations,finger joint angles,forearm ultrasound,deep learning,machine learning algorithms,CNN,SVC,MLP,musculoskeletal visualization,motion capture"
"Reconstructing Human Pose from Inertial Measurements: A Generative
  Model-based Compressive Sensing Approach","The ability to sense, localize, and estimate the 3D position and orientation of the human body is critical in virtual reality (VR) and extended reality (XR) applications. This becomes more important and challenging with the deployment of VR/XR applications over the next generation of wireless systems such as 5G and beyond. In this paper, we propose a novel framework that can reconstruct the 3D human body pose of the user given sparse measurements from Inertial Measurement Unit (IMU) sensors over a noisy wireless environment. Specifically, our framework enables reliable transmission of compressed IMU signals through noisy wireless channels and effective recovery of such signals at the receiver, e.g., an edge server. This task is very challenging due to the constraints of transmit power, recovery accuracy, and recovery latency. To address these challenges, we first develop a deep generative model at the receiver to recover the data from linear measurements of IMU signals. The linear measurements of the IMU signals are obtained by a linear projection with a measurement matrix based on the compressive sensing theory. The key to the success of our framework lies in the novel design of the measurement matrix at the transmitter, which can not only satisfy power constraints for the IMU devices but also obtain a highly accurate recovery for the IMU signals at the receiver. This can be achieved by extending the set-restricted eigenvalue condition of the measurement matrix and combining it with an upper bound for the power transmission constraint. Our framework can achieve robust performance for recovering 3D human poses from noisy compressed IMU signals. Additionally, our pre-trained deep generative model achieves signal reconstruction accuracy comparable to an optimization-based approach, i.e., Lasso, but is an order of magnitude faster.","['Nguyen Quang Hieu', 'Dinh Thai Hoang', 'Diep N. Nguyen', 'Mohammad Abu Alsheikh']",2023-10-31T07:13:11Z,http://arxiv.org/abs/2310.20228v3,['cs.HC'],"3D position,orientation,human body,Inertial Measurement Unit (IMU),wireless systems,compressive sensing,generative model,linear measurements,measurement matrix"
SparsePoser: Real-time Full-body Motion Reconstruction from Sparse Data,"Accurate and reliable human motion reconstruction is crucial for creating natural interactions of full-body avatars in Virtual Reality (VR) and entertainment applications. As the Metaverse and social applications gain popularity, users are seeking cost-effective solutions to create full-body animations that are comparable in quality to those produced by commercial motion capture systems. In order to provide affordable solutions, though, it is important to minimize the number of sensors attached to the subject's body. Unfortunately, reconstructing the full-body pose from sparse data is a heavily under-determined problem. Some studies that use IMU sensors face challenges in reconstructing the pose due to positional drift and ambiguity of the poses. In recent years, some mainstream VR systems have released 6-degree-of-freedom (6-DoF) tracking devices providing positional and rotational information. Nevertheless, most solutions for reconstructing full-body poses rely on traditional inverse kinematics (IK) solutions, which often produce non-continuous and unnatural poses. In this article, we introduce SparsePoser, a novel deep learning-based solution for reconstructing a full-body pose from a reduced set of six tracking devices. Our system incorporates a convolutional-based autoencoder that synthesizes high-quality continuous human poses by learning the human motion manifold from motion capture data. Then, we employ a learned IK component, made of multiple lightweight feed-forward neural networks, to adjust the hands and feet toward the corresponding trackers. We extensively evaluate our method on publicly available motion capture datasets and with real-time live demos. We show that our method outperforms state-of-the-art techniques using IMU sensors or 6-DoF tracking devices, and can be used for users with different body dimensions and proportions.","['Jose Luis Ponton', 'Haoran Yun', 'Andreas Aristidou', 'Carlos Andujar', 'Nuria Pelechano']",2023-11-03T18:48:01Z,http://arxiv.org/abs/2311.02191v1,"['cs.GR', 'cs.AI']","SparsePoser,full-body motion reconstruction,sparse data,Virtual Reality,entertainment applications,Metaverse,IMU sensors,6-degree-of-freedom,6-DoF tracking devices,inverse kinematics"
"Exploring an Application of Virtual Reality for Early Detection of
  Dementia","Facing the severe global dementia problem, an exploration was conducted adopting the technology of virtual reality (VR). This report lays a technical foundation for further research project ""Early Detection of Dementia Using Testing Tools in VR Environment"", which illustrates the process of developing a VR application using Unity 3D software on Oculus Go. This preliminary exploration is composed of three steps, including 3D virtual scene construction, VR interaction design and monitoring. The exploration was recorded to provide basic technical guidance and detailed method for subsequent research.","['Yiming Zhong', 'Yuan Tian', 'Mira Park', 'Soonja Yeom']",2020-01-15T03:27:36Z,http://arxiv.org/abs/2001.07546v1,['cs.HC'],
"VR-GS: A Physical Dynamics-Aware Interactive Gaussian Splatting System
  in Virtual Reality","As consumer Virtual Reality (VR) and Mixed Reality (MR) technologies gain momentum, there's a growing focus on the development of engagements with 3D virtual content. Unfortunately, traditional techniques for content creation, editing, and interaction within these virtual spaces are fraught with difficulties. They tend to be not only engineering-intensive but also require extensive expertise, which adds to the frustration and inefficiency in virtual object manipulation. Our proposed VR-GS system represents a leap forward in human-centered 3D content interaction, offering a seamless and intuitive user experience. By developing a physical dynamics-aware interactive Gaussian Splatting in a Virtual Reality setting, and constructing a highly efficient two-level embedding strategy alongside deformable body simulations, VR-GS ensures real-time execution with highly realistic dynamic responses. The components of our Virtual Reality system are designed for high efficiency and effectiveness, starting from detailed scene reconstruction and object segmentation, advancing through multi-view image in-painting, and extending to interactive physics-based editing. The system also incorporates real-time deformation embedding and dynamic shadow casting, ensuring a comprehensive and engaging virtual experience.Our project page is available at: https://yingjiang96.github.io/VR-GS/.","['Ying Jiang', 'Chang Yu', 'Tianyi Xie', 'Xuan Li', 'Yutao Feng', 'Huamin Wang', 'Minchen Li', 'Henry Lau', 'Feng Gao', 'Yin Yang', 'Chenfanfu Jiang']",2024-01-30T01:28:36Z,http://arxiv.org/abs/2401.16663v2,"['cs.HC', 'cs.CV']",
