title,summary,authors,published,link
"Novel, simple and robust contact-discontinuity capturing schemes for
  high speed compressible flows","The nonlinear convection terms in the governing equations of compressible
fluid flows are hyperbolic in nature and are nontrivial for modelling and
numerical simulation. Many numerical methods have been developed in the last
few decades for this purpose and are typically based on Riemann solvers, which
are strongly dependent on the underlying eigen-structure of the governing
equations. Objective of the present work is to develop simple algorithms which
are not dependent on the eigen-structure and yet can tackle easily the
hyperbolic parts. Central schemes with smart diffusion mechanisms are apt for
this purpose. For fixing the numerical diffusion, the basic ideas of satisfying
the Rankine-Hugoniot (RH) conditions along with generalized Riemann invariants
are proposed. Two such interesting algorithms are presented, which capture
grid-aligned steady contact discontinuities exactly and yet have sufficient
numerical diffusion to avoid numerical shock instabilities. Both the algorithms
presented are robust in avoiding shock instabilities, apart from being accurate
in capturing contact discontinuities, do not need wave speed corrections and
are independent of eigen-strutures of the underlying hyperbolic parts of the
systems.","['Ramesh Kolluru', 'N. Venkata Raghavendra', 'S. V. Raghurama Rao', 'G. N. Sekha']",2020-03-24T07:28:51Z,http://arxiv.org/abs/2003.10695v1
On Simple-Direct Modules,"Recently, in a series of papers ""simple"" versions of direct-injective and
direct-projective modules have been investigated. These modules are termed as
""simple-direct-injective"" and ""simple-direct-projective"", respectively. In this
paper, we give a complete characterization of the aforementioned modules over
the ring of integers and over semilocal rings. The ring is semilocal if and
only if every right module with zero Jacobson radical is
simple-direct-projective. The rings whose simple-direct-injective right modules
are simple-direct-projective are fully characterized. These are exactly the
left perfect right $H$-rings. The rings whose simple-direct-projective right
modules are simple-direct-injective are right max-rings. For a commutative
Noetherian ring, we prove that simple-direct-projective modules are
simple-direct-injective if and only if simple-direct-injective modules are
simple-direct-projective if and only if the ring is Artinian. Various closure
properties and some classes of modules that are simple-direct-injective (resp.
projective) are given.","['Engin Büyükaşık', 'Özlem Demir', 'Müge Diril']",2020-04-08T09:30:38Z,http://arxiv.org/abs/2004.03900v2
"Ares: A Mars model retrieval framework for ExoMars Trace Gas Orbiter
  NOMAD solar occultation measurements","Ares is an extension of the TauREx 3 retrieval framework for the Martian
atmosphere. Ares is a collection of new atmospheric parameters and forward
models, designed for the European Space Agency's (ESA) Trace Gas Orbiter (TGO)
Nadir and Occultation for MArs Discovery (NOMAD) instrument, Solar Occultation
(SO) channel. Ares provides unique insights into the chemical composition of
the Martian atmosphere by applying methods utilised in exoplanetary atmospheric
retrievals, Waldmann et al. (2015), Al-Refaie et al. (2019). This insight may
help unravel the true nature of $CH_{4}$ on Mars. The Ares model is here
described. Subsequently, the components of Ares are defined, including; the
NOMAD SO channel instrument function model, Martian atmospheric molecular
absorption cross-sections, geometry models, and a NOMAD noise model. Ares
atmospheric priors and forward models are presented, (i.e., simulated NOMAD
observations), and are analysed, compared and validated against the Planetary
Spectrum Generator, Villanueva et al. (2018).","['George Cann', 'Ahmed Al-Refaie', 'Ingo Waldmann', 'Dave Walton', 'Jan-Peter Muller']",2020-07-27T12:02:09Z,http://arxiv.org/abs/2007.13458v1
Particle Sources,"This paper outlines the many ways that the initial beam can be made for
particle accelerators. Brief introductions to plasma physics and beam formation
are given. Thermionic and photo emission electron guns, with both DC and Radio
Frequency (RF) acceleration are outlined. Positive ion sources for producing H+
ions and multiply charged heavy ions are covered. Hot cathode filament sources
and cold cathode sources are explored. RF discharge sources (inductively
coupled, microwave and ECR) are discussed, as are laser, vacuum arc, and
electron beam sources. The physical principles of negative ion production are
outlined and different types of negative ion source technologies are described.
Polarised particle sources are mentioned briefly. Source choice is summarised
and the general practicalities of source operation and development are
discussed.",['D. C. Faircloth'],2021-03-24T14:47:19Z,http://arxiv.org/abs/2103.13231v1
"On simple classes of special generic maps and round fold maps and fold
  maps obtained by composing projections","Fold maps are fundamental tools in the theory of singularities of
differentiable maps and its applications to geometry. They are higher
dimensional variants of Morse functions. Classes of special generic maps and
round fold maps are important classes of fold maps. {\it Special generic} maps
are higher dimensional variants of Morse functions on homotopy spheres with
exactly two {\it singular points}: canonical projections of unit spheres are
special generic. Round fold maps are Morse functions obtained as doubles of
Morse functions, or fold maps such that the set of all the singular points are
embeddings and that the images are concentric. In the present paper, we discuss
compositions of these maps with canonical projections. For example, we observe
that these compositions for special generic maps of simple classes are regarded
as round fold maps in considerable cases. We also present round fold maps we
cannot represent in this way, seeming to be represented so. Note that such
compositions are natural operations in related theory of differentiable maps.",['Naoki Kitazawa'],2021-05-02T23:35:20Z,http://arxiv.org/abs/2105.00575v2
Flux emergence and generation of flare-productive active regions,"Solar flares and coronal mass ejections are among the most prominent
manifestations of the magnetic activity of the Sun. The strongest events of
them tend to occur in active regions (ARs) that are large, complex, and
dynamically evolving. However, it is not clear what the key observational
features of such ARs are, and how these features are produced. This article
answers these fundamental questions based on morphological and magnetic
characteristics of flare-productive ARs and their evolutionary processes, i.e.,
large-scale flux emergence and subsequent AR formation, which have been
revealed in observational and theoretical studies. We also present the latest
modeling of flare-productive ARs achieved using the most realistic flux
emergence simulations in a very deep computational domain. Finally, this review
discusses the future perspective pertaining to relationships of flaring solar
ARs with the global-scale dynamo and stellar superflares.",['Shin Toriumi'],2021-05-20T18:00:04Z,http://arxiv.org/abs/2105.09961v1
"Spoken Dialogue Strategy Focusing on Asymmetric Communication with
  Android Robots","Humans are easily conscious of small differences in an android robot's (AR's)
behaviors and utterances, resulting in treating the AR as not-human, while ARs
treat us as humans. Thus, there exists asymmetric communication between ARs and
humans. In our system at Dialogue Robot Competition 2022, this asymmetry was a
considerable research target in our dialogue strategy. For example, tricky
phrases such as questions related to personal matters and forceful requests for
agreement were experimentally used in AR's utterances. We assumed that these AR
phrases would have a reasonable chance of success, although humans would likely
hesitate to use the phrases. Additionally, during a five-minute dialogue, our
AR's character, such as its voice tones and sentence expressions, changed from
mechanical to human-like type in order to pretend to tailor to customers. The
characteristics of the AR developed by our team, DSML-TDU, are introduced in
this paper.","['Daisuke Kawakubo', 'Hitoshi Ishii', 'Riku Okazawa', 'Shunta Nishizawa', 'Haruki Hatakeyama', 'Hiroaki Sugiyama', 'Masaki Shuzo', 'Eisaku Maeda']",2022-10-18T10:57:42Z,http://arxiv.org/abs/2210.09748v1
"Towards Energy Efficient Mobile Eye Tracking for AR Glasses through
  Optical Sensor Technology","After the introduction of smartphones and smartwatches, AR glasses are
considered the next breakthrough in the field of wearables. While the
transition from smartphones to smartwatches was based mainly on established
display technologies, the display technology of AR glasses presents a
technological challenge. Many display technologies, such as retina projectors,
are based on continuous adaptive control of the display based on the user's
pupil position. Furthermore, head-mounted systems require an adaptation and
extension of established interaction concepts to provide the user with an
immersive experience. Eye-tracking is a crucial technology to help AR glasses
achieve a breakthrough through optimized display technology and gaze-based
interaction concepts. Available eye-tracking technologies, such as VOG, do not
meet the requirements of AR glasses, especially regarding power consumption,
robustness, and integrability. To further overcome these limitations and push
mobile eye-tracking for AR glasses forward, novel laser-based eye-tracking
sensor technologies are researched in this thesis. The thesis contributes to a
significant scientific advancement towards energy-efficient mobile eye-tracking
for AR glasses.",['Johannes Meyer'],2022-12-06T18:09:25Z,http://arxiv.org/abs/2212.03189v1
Are Einstein-Dirac-Maxwell wormholes traversable?,"Einstein-Dirac-Maxwell wormholes are asymptotically flat static wormhole
solutions in general relativity that do not make use of exotic matter. The
asymmetric static solutions are smooth, are regular everywhere, and violate the
null energy condition, which suggests that they are traversable. To determine
if in fact they are traversable, we numerically evolve the static solutions
forward in time. In all cases considered, our simulations indicate that black
holes form that are connected by the wormhole. Although there exist null
geodesics that travel through the wormhole, we find that they are trapped
inside a black hole and are unable to travel arbitrarily far away. We conclude
that Einstein-Dirac-Maxwell wormholes are not traversable.",['Ben Kain'],2023-05-18T18:00:01Z,http://arxiv.org/abs/2305.11217v2
"Evaluating Augmented Reality Communication: How Can We Teach Procedural
  Skill in AR?","Augmented reality (AR) has great potential for use in healthcare
applications, especially remote medical training and supervision. In this
paper, we analyze the usage of an AR communication system to teach a medical
procedure, the placement of a central venous catheter (CVC) under ultrasound
guidance. We examine various AR communication and collaboration components,
including gestural communication, volumetric information, annotations,
augmented objects, and augmented screens. We compare how teaching in AR differs
from teaching through videoconferencing-based communication. Our results
include a detailed medical training steps analysis in which we compare how
verbal and visual communication differs between video and AR training. We
identify procedural steps in which medical experts give visual instructions
utilizing AR components. We examine the change in AR usage and interaction over
time and recognize patterns between users. Moreover, AR design recommendations
are given based on post-training interviews.","['Manuel Rebol', 'Krzysztof Pietroszek', 'Neal Sikka', 'Claudia Ranniger', 'Colton Hood', 'Adam Rutenberg', 'Puja Sasankan', 'Christian Gütl']",2023-12-14T17:22:22Z,http://arxiv.org/abs/2312.09152v1
"One Stone, Two Birds: Using Vapor Kinetic Energy to Detect and
  Understand Atmospheric Rivers","Poleward water vapor transport in the midlatitudes mainly occurs in
meandering filaments of intense water vapor transport, spanning thousands of
kilometers long and hundreds of kilometers wide and drifting eastward. The
water vapor filaments are known as atmospheric rivers (ARs). They can cause
extreme wind gusts, intense precipitation, and flooding along densely populated
coastal regions. Many recent studies about ARs focused on the statistical
analyses of ARs, but a process-level understanding of ARs remains elusive. Here
we show that ARs are streams of air with enhanced vapor kinetic energy (VKE)
and derive a governing equation for Integrated VKE (IVKE) to understand what
contributes to the evolution of ARs. We find that ARs grow mainly because of
potential energy conversion to kinetic energy, decay largely owing to
condensation and turbulence, and the eastward drift is primarily due to
horizontal advection of VKE. Our VKE framework complements the integrated vapor
transport framework, which is popular for identifying ARs but lacks a
prognostic equation for understanding the physical processes.","['Hing Ong', 'Da Yang']",2024-03-31T19:04:56Z,http://arxiv.org/abs/2404.00772v1
"The Clarkston AR Gateways Project: Anchoring Refugee Presence and
  Narratives in a Small Town","This paper outlines the Clarkston AR Gateways Project, a speculative process
and artifact entering its second phase, where Augmented Reality (AR) will be
used to amplify the diverse narratives of Clarkston, Georgia's refugee
community. Focused on anchoring their stories and presence into the town's
physical and digital landscapes, the project employs a participatory co-design
approach, engaging directly with community members. This placemaking effort
aims to uplift refugees by teaching them AR development skills that help them
more autonomously express and elevate their voices through public art. The
result is hoped to be AR experiences that not only challenge prevailing
narratives but also celebrate the tapestry of cultures in the small town. This
work is supported through AR's unique affordance for users to situate their
experiences as interactive narratives within public spaces. Such site-specific
AR interactive stories can encourage interactions within those spaces that
shift how they are conceived, perceived, and experienced. This process of
refugee-driven AR creation reflexively alters the space and affirms their
presence and agency. The project's second phase aims to establish a model
adaptable to diverse, refugee-inclusive communities, demonstrating how AR
storytelling can be a powerful tool for cultural orientation and celebration.","['Joshua A. Fisher', 'Fernando Rochaix']",2024-04-12T00:58:40Z,http://arxiv.org/abs/2404.08179v1
Some geometric aspects of variational problems in fibred manifolds,"This work contains an exposition of foundations of the variational calculus
in fibered manifolds. The emphasis is laid on the geometric aspects of the
theory. Especially functionals defined by real functions (Lagrange functions)
or differential forms (Lagrangian forms) on the first jet prolongation of a
given fibered manifold are studied. Critical points (critical cross sections)
of the functionals are examined and the Euler equations for them are derived in
a completely invariant manner. The first variation formula is derived by means
of the so-called Lepagian forms. All variations appearing in the theory are
generated by vector fields. Jet prolongations of projectable vector fields are
defined. The Euler form, associated with a given Lagrange function (of
Lagrangian form) is introduced by means of the Euler equations of the calculus
of variations. Necessary and sufficient conditions for the vanishing of the
Euler form are stated in terms of differential forms and their exterior
differential. The corresponding conditions for a Lagrange function leading to
identically vanishing Euler equations are given. Some special Lepagian forms
are studied. Classes of symmetries of a variational problem are defined.
Invariant, generalized invariant, and symmetry transformations are
characterized in terms of the Lie derivatives. The variational problem with
prescribed symmetry transformations is formulated, and necessary and sufficient
conditions for its solutions are studied. The geometrical aspects of the
so-called generally covariant variational theories are studied. Definitions and
theorems are well adapted to the situation in physical field theories.",['Demeter Krupka'],2001-10-02T13:31:26Z,http://arxiv.org/abs/math-ph/0110005v2
"YSO jets in the Galactic Plane from UWISH2: III - Jets and Outflows in
  Cassiopeia and Auriga","We present the analysis of 35.5 square degrees of images in the 1-0S(1) line
of H2 from the UK Widefield Infrared Survey for H2 (UWISH2) towards Cassiopeia
and Auriga. We have identified 98 Molecular Hydrogen emission-line Objects
(MHOs) driven by Young Stellar Objects, 60% of which are bipolar outflows and
all are new discoveries. We estimate that the UWISH2 extended emission object
catalogue contains fewer than % false positives and is complete at the 95%
level for jets and outflows brighter than the UWISH2 detection limit. We
identified reliable driving source candidates for three quarters of the
detected outflows, 40% of which are associated with groups and clusters of
stars. The driving source candidates are 20% protostars, the remainder are
CTTSs. We also identified 15 new star cluster candidates near MHOs in the
survey area.
  We find that the typical outflow identified in the sample has the following
characteristics: the position angles are randomly orientated; bipolar outflows
are straight within a few degrees; the two lobes are slightly asymmetrical in
length and brightness; the length and brightness of the lobes are not
correlated; typical time gaps between major ejections of material are 1-3kyr,
hence FU-Ori or EX-Ori eruptions are most likely not the cause of these, but we
suggest MNors as a possible source. Furthermore, we find that outflow lobe
length distributions are statistically different from the widely used total
length distributions. There are a larger than expected number of bright
outflows indicating that the flux distribution does not follow a power law.","['D. Froebrich', 'S. V. Makin']",2016-07-18T12:50:12Z,http://arxiv.org/abs/1607.05049v1
Maxwell Matters,"Charges are everywhere because most atoms are charged. Chemical bonds are
formed by electrons with their charge. Charges move and interact according to
Maxwell's equations in space and in atoms where the equations of
electrodynamics are embedded in Schroedinger's equation as the potential.
Maxwell's equations are universal, valid inside atoms and between stars from
times much shorter than those of atomic motion (0.1 femtoseconds) to years (32
mega-seconds). Maxwell's equations enforce the conservation of current.
Analysis shows that the electric field can take on whatever value is needed to
ensure conservation of current. The properties of matter rearrange themselves
to satisfy Maxwell's equations and conservation of current. Conservation of
current is as universal as Maxwell's equations themselves. Yet equations of
electrodynamics find little place in the literature of material physics,
chemistry, or biochemistry. Kinetic models of chemistry and Markov treatments
of atomic motion are ordinary differential equations in time and do not satisfy
conservation of current unless modified significantly. Systems at equilibrium,
without macroscopic flow, have thermal fluctuating currents that are conserved
according to the Maxwell equations although their macroscopic averages are
zero. The macroscopic consequences of atomic scale fluctuating thermal currents
are not known but are likely to be substantial because of the nonlinear
interactions in systems like these, in which 'everything interacts with
everything else'.
  Conclusion: current needs to be conserved in models of material systems, even
in simplified versions.",['Bob Eisenberg'],2016-07-19T12:53:29Z,http://arxiv.org/abs/1607.06691v4
"Different contributions to space weather and space climate from
  different big solar active regions","The purpose of this paper is to show that large active regions (ARs) with
different magnetic configurations have different contributions to short-term
and long-term variations of the Sun. As a case study, the complex $\delta$-type
AR 12673 and the simple $\beta$-type AR 12674 are investigated in detail. Since
the axial dipole moment at cycle minimum determines the amplitude of the
subsequent cycle and space climate, we have assimilated the individual observed
magnetic configurations of these two ARs into a surface flux transport model to
compare their contributions to the axial dipole moment $D$. We find that AR
12673 has a significant effect on $D$ at the end of the cycle, making it weaker
because of the abnormal and complicated magnetic polarities. An initial
strongly positive $D$ ends up with a strongly negative value. The flare-poor AR
12674 has a greater contribution to the long-term axial dipole moment than the
flare-rich AR 12673. We then carry out a statistical analysis of ARs larger
than 800 $\mu$Hem from 1976 to 2017. We use the flare index FI and define an
axial dipole moment index DI to quantify the effects of each AR on space
weather and space climate, respectively. Whereas the FI has a strong dependence
on the magnetic configuration, the DI shows no such dependence. The DI is
mainly determined by the latitudinal location and the latitudinal separation of
the positive and negative magnetic fluxes of the ARs. Simple ARs have the same
possibility as complex ARs to produce big DI values affecting space climate.","['Jie Jiang', 'Qiao Song', 'Jing-Xiu Wang', 'Tunde Baranyi']",2019-01-01T08:44:28Z,http://arxiv.org/abs/1901.00116v1
"Will $^{37}$Ar emissions from light water power reactors become an
  obstacle to its use for nuclear explosion monitoring?","$^{37}$Ar is a promising candidate for complementing radioxenon isotopes as
indicators of underground nuclear explosions. This study evaluates its
potential anthropogenic background caused by emissions from commercial
pressurised water reactors. Various $^{37}$Ar production pathways, which result
from activation of $^{36}$Ar and of $^{40}$Ca, respectively, are identified and
their emissions quantified. In-core processes include (1) the restart of
operation and degassing of the primary cooling water after maintenance and
refueling shutdown, (2) the replacement of primary coolant water for limiting
its tritium concentrations, and (3) the leakage of $^{37}$Ar produced from
calcium impurities in UO$_{2}$ after fuel rod failures. Activation of air and
of calcium in concrete within the biological shield are major out-of-core
production pathways. Whereas emissions from in-core processes are transient, a
rather constant $^{37}$Ar source term results from its out-of-core production.
Generic atmospheric dispersion simulations indicate that already at moderate
distances from the emitter, concentrations of $^{37}$Ar caused by routine
reactor operations are far below its cosmogenic background in air. The only
exception results from an inadvertent reactor re-start without operation of the
primary cooling water degassing system for prolonged time. Such an event also
causes high emissions of $^{41}$Ar which can be used for discriminating its
$^{37}$Ar signal from an underground nuclear explosion.","['Gerald Kirchner', 'Franziska Gerfen', 'Anna Heise', 'Timo Schlüschen']",2020-06-04T12:53:50Z,http://arxiv.org/abs/2006.02823v1
"Fault Location Estimation by Using Machine Learning Methods in Mixed
  Transmission Lines","Overhead lines are generally used for electrical energy transmission. Also,
XLPE underground cable lines are generally used in the city center and the
crowded areas to provide electrical safety, so high voltage underground cable
lines are used together with overhead line in the transmission lines, and these
lines are called as the mixed lines. The distance protection relays are used to
determine the impedance based fault location according to the current and
voltage magnitudes in the transmission lines. However, the fault location
cannot be correctly detected in mixed transmission lines due to different
characteristic impedance per unit length because the characteristic impedance
of high voltage cable line is significantly different from overhead line. Thus,
determinations of the fault section and location with the distance protection
relays are difficult in the mixed transmission lines. In this study, 154 kV
overhead transmission line and underground cable line are examined as the mixed
transmission line for the distance protection relays. Phase to ground faults
are created in the mixed transmission line, and overhead line section and
underground cable section are simulated by using PSCAD. The short circuit fault
images are generated in the distance protection relay for the overhead
transmission line and underground cable transmission line faults. The images
include the RX impedance diagram of the fault, and the RX impedance diagram
have been detected by applying image processing steps. The regression methods
are used for prediction of the fault location, and the results of image
processing are used as the input parameters for the training process of the
regression methods. The results of regression methods are compared to select
the most suitable method at the end of this study for forecasting of the fault
location in transmission lines.","['Serkan Budak', 'Bahadir Akbal']",2020-11-06T08:56:30Z,http://arxiv.org/abs/2011.03238v1
"The Missing Cool Corona in the Flat Magnetic Field around Solar Active
  Regions","SDO/AIA images the full solar disk in several EUV bands that are each
sensitive to coronal plasma emissions of one or more specific temperatures. We
observe that when isolated active regions (ARs) are on the disk, full-disk
images in some of the coronal EUV channels show the outskirts of the AR as a
dark moat surrounding the AR. Here we present seven specific examples, selected
from time periods when there was only a single AR present on the disk.
Visually, we observe the moat to be most prominent in the AIA 171 Angstrom
band, which has the most sensitivity to emission from plasma at log10 T = 5.8.
By examining the 1D line-of-sight emission measure temperature distribution
found from six AIA EUV channels, we find the intensity of the moat to be most
depressed over the temperature range log10 T ~ 5.7 - 6.2 for most of the cases.
We argue that the dark moat exists because the pressure from the strong
magnetic field that splays out from the AR presses down on underlying magnetic
loops, flattening those loops -- along with the lowest of the AR's own loops
over the moat -- to a low altitude. Those loops, which would normally emit the
bulk of the 171 Angstrom emission, are restricted to heights above the surface
that are too low to have 171 Angstrom-emitting plasmas sustained in them,
according to Antiochos & Noci (1986), while hotter EUV-emitting plasmas are
sustained in the overlying higher-altitude long AR-rooted coronal loops. This
potentially explains the low-coronal-temperature dark moats surrounding the
ARs.","['Talwinder Singh', 'Alphonse C. Sterling', 'Ronald L. Moore']",2020-12-31T02:39:39Z,http://arxiv.org/abs/2012.15406v1
How rare are counter Evershed flows?,"One of the main characteristics of the penumbra of sunspots is the radially
outward-directed Evershed flow. Only recently have penumbral regions been
reported with similar characteristics to normal penumbral filaments, but with
an opposite direction of the flow. Such flows directed towards the umbra are
known as counter Evershed flows (CEFs). We aim to determine the frequency of
occurrence of CEFs in active regions (ARs) and to characterize their lifetime
and the prevailing conditions in the ARs. We analysed the continuum images,
Dopplergrams, and magnetograms recorded by SDO/HMI of 97 ARs that appeared from
2011 to 2017. We followed the ARs for $9.6\pm1.4$ days on average. We found 384
CEFs in total, with a median value of 6 CEFs per AR. CEFs are a rather common
feature, they occur in 83.5% of all ARs regardless of the magnetic complexity
of the AR. However, CEFs were observed on average only during 5.9% of the mean
total duration of all the observations analyzed here. The lifetime of CEFs
follows a log-normal distribution with a median value of 10.6$_{-6.0}^{+12.4}$
hr. In addition, we report two populations of CEFs depending on whether they
are associated with light bridges, or not. We explain that the rarity of
reports of CEFs in the literature is a result of highly incomplete coverage of
ARs with spectropolarimetric data. By using the continuous observations now
routinely available from space, we are able to overcome this limitation.","['J. Sebastián Castellanos Durán', 'Andreas Lagg', 'Sami K. Solanki']",2021-06-10T08:53:42Z,http://arxiv.org/abs/2106.05592v1
"Virtual and Augmented Reality-Based Assistive Interfaces for Upper-limb
  Prosthesis Control and Rehabilitation","Functional upper-limb prosthetic training can improve users performance in
controlling prostheses and has been incorporated into occupational therapy for
individuals in need. In recent years, virtual reality (VR) and augmented
reality (AR) technologies have been shown to be promising avenues to improve
the convenience of rehabilitative prosthesis training systems. However, it is
uncertain if the comprehensive efficacy and effectiveness of VR or AR assistive
tools are adequate compared to conventional prosthetic tools and if not,
whether enhancements can be made through incorporation of other technical
paradigms.
  This work first presents a mixed reality system we developed for prosthesis
control and training. Five able-bodied subjects are involved to perform
three-dimensional object manipulation tasks in analogous AR and VR
environments. Multiple evaluation metrics are applied to assess subjects
performances within the two paradigms. Based on the comparative analysis, we
find that VR-based environment promotes more efficient motion along with higher
task completion rate and path efficiency while AR paradigm allows subjects to
perform motor tasks with shorter time consumed. Another study is conducted to
evaluate the efficiency and feasibility of AR-facilitated prosthesis control
system compared to that in real-world and if any technical additions can be
applied to improve the AR-based system. Three able-bodied subjects were engaged
in the experiment to perform object manipulation tasks in a) physical
environment, b) AR-without-bypass environment, and c) AR-with-bypass
environment. Based on the results obtained from the assessment, we conclude
that while our AR-based system modestly lags behind the effectiveness of
physical systems, the study conducted using a bypass prosthesis suggests that
AR system has the potential to improve the efficacy of prosthesis control.",['Yinghe Sun'],2022-04-28T03:26:12Z,http://arxiv.org/abs/2205.02227v1
What determines active region coronal plasma composition?,"The chemical composition of the solar corona is different from that of the
solar photosphere, with the strongest variation being observed in active
regions (ARs). Using data from the Extreme Ultraviolet (EUV) Imaging
Spectrometer (EIS) on Hinode, we present a survey of coronal elemental
composition as expressed in the first ionisation potential (FIP) bias in 28 ARs
of different ages and magnetic flux content, which are at different stages in
their evolution. We find no correlation between the FIP bias of an AR and its
total unsigned magnetic flux or age. However, there is a weak dependence of FIP
bias on the evolutionary stage, decreasing from 1.9-2.2 in ARs with spots to
1.5-1.6 in ARs that are at more advanced stages of the decay phase. FIP bias
shows an increasing trend with average magnetic flux density up to 200 G but
this trend does not continue at higher values. The FIP bias distribution within
ARs has a spread between 0.4 and 1. The largest spread is observed in very
dispersed ARs. We attribute this to a range of physical processes taking place
in these ARs including processes associated with filament channel formation.
These findings indicate that, while some general trends can be observed, the
processes influencing the composition of an AR are complex and specific to its
evolution, magnetic configuration or environment. The spread of FIP bias values
in ARs shows a broad match with that previously observed in situ in the slow
solar wind.","['Teodora Mihailescu', 'Deborah Baker', 'Lucie M. Green', 'Lidia van Driel-Gesztelyi', 'David M. Long', 'David H. Brooks', 'Andy S. H. To']",2022-05-10T16:40:40Z,http://arxiv.org/abs/2205.05027v1
Nature of helicity injection in non-erupting solar active regions,"Using time-sequence vector magnetic field and coronal observations from
\textit{Solar Dynamics Observatory}, we report the observations of the magnetic
field evolution and coronal activity in four emerging active regions (ARs). The
ARs emerge with leading polarity being the same as for the majority of ARs in a
hemisphere of solar cycle 24. After emergence, the magnetic polarities separate
each other without building a sheared polarity inversion line. In all four ARs,
the magnetic fields are driven by foot point motions such that the sign of the
helicity injection ($dH/dt$) in the first half of the evolution is changed to
the opposite sign in the later part of the observation time. This successive
injection of opposite helicity is also consistent with the sign of mean
force-free twist parameter ($\alpha_{av}$). Further, the EUV light curves of
the ARs in 94\AA~and GOES X-ray flux reveal flaring activity below C-class
magnitude. Importantly, the white-light coronagraph images in conjunction with
the AR images in AIA 94 \AA~delineate the absence of associated CMEs with the
studied ARs. These observations imply that the ARs with successive injection of
opposite sign magnetic helicity are not favorable to twisted flux rope
formation with excess coronal helicity, and therefore are unable to launch
CMEs, according to recent reports. This study provides the characteristics of
helicity flux evolution in the ARs referring to the conservative property of
magnetic helicity and more such studies would help to quantify the eruptive
capability of a given AR.",['P. Vemareddy'],2022-08-05T15:24:21Z,http://arxiv.org/abs/2208.03228v1
Politopality of 2-orbit maniplexes,"Abstract polytopes are a combinatorial generalization of convex and skeletal
polytopes. Counting how many flag orbits a polytope has under its automorphism
group is a way of measuring how symmetric it is. Polytopes with one flag orbit
are called regular and are very well known. Polytopes with two flag orbits
(called 2-orbit polytopes) are, however, way more elusive. There are $2^n-1$
possible classes of 2-orbit polytopes in rank (dimension) $n$, but for most of
those classes, determining whether or not they are empty is still an open
problem. In 2019, in their article An existence result on two-orbit maniplexes,
Pellicer, Poto\v{c}nik and Toledo constructed 2-orbit maniplexes (objects that
generalize abstract polytopes and maps) in all these classes, but the question
of whether or not they are also polytopes remained open. In this paper we use
the results of a previous paper by the author and Hubard to show that some of
these 2-orbit maniplexes are, in fact, polytopes. In particular we prove that
there are 2-orbit polytopes in all the classes where exactly two kinds of
reflections are forbidden. We use this to show that there are at least
$n^2-n+1$ classes of 2-orbit polytopes of rank $n$ that are not empty. We also
show that the maniplexes constructed with this method in the remaining classes
satisfy all but (possibly) one of the properties necessary to be polytopes,
therefore we get closer to proving that there are 2-orbit polytopes in all the
classes.",['Elías Mochán'],2023-09-27T17:09:57Z,http://arxiv.org/abs/2309.15791v3
"Counting Subnetworks Under Gene Duplication in Genetic Regulatory
  Networks","Gene duplication is a fundamental evolutionary mechanism that contributes to
biological complexity and diversity (Fortna et al., 2004). Traditionally,
research has focused on the duplication of gene sequences (Zhang, 1914).
However, evidence suggests that the duplication of regulatory elements may also
play a significant role in the evolution of genomic functions (Teichmann and
Babu, 2004; Hallin and Landry, 2019). In this work, the evolution of regulatory
relationships belonging to gene-specific-substructures in a GRN are modeled. In
the model, a network grows from an initial configuration by repeatedly choosing
a random gene to duplicate. The likelihood that the regulatory relationships
associated with the selected gene are retained through duplication is
determined by a vector of probabilities. Occurrences of gene-family-specific
substructures are counted under the gene duplication model. In this thesis,
gene-family-specific substructures are referred to as subnetwork motifs. These
subnetwork motifs are motivated by network motifs which are patterns of
interconnections that recur more often in a specialized network than in a
random network (Milo et al., 2002). Subnetwork motifs differ from network
motifs in the way that subnetwork motifs are instances of gene-family-specific
substructures while network motifs are isomorphic substructures. These
subnetwork motifs are counted under Full and Partial Duplication, which differ
in the way in which regulation relationships are inherited. Full duplication
occurs when all regulatory links are inherited at each duplication step, and
Partial Duplication occurs when regulation inheritance varies at each
duplication step. Moments for the number of occurrences of subnetwork motifs
are determined in each model. The results presented offer a method for
discovering subnetwork motifs that are significant in a GRN under gene
duplication.","['Ashley Scruse', 'Jonathan Arnold', 'Robert Robinson']",2024-05-06T03:55:54Z,http://arxiv.org/abs/2405.03148v1
