title,summary,authors,published,link,category,JAsummary
"Full-Body Motion Reconstruction with Sparse Sensing from Graph
  Perspective","Estimating 3D full-body pose from sparse sensor data is a pivotal technique employed for the reconstruction of realistic human motions in Augmented Reality and Virtual Reality. However, translating sparse sensor signals into comprehensive human motion remains a challenge since the sparsely distributed sensors in common VR systems fail to capture the motion of full human body. In this paper, we use well-designed Body Pose Graph (BPG) to represent the human body and translate the challenge into a prediction problem of graph missing nodes. Then, we propose a novel full-body motion reconstruction framework based on BPG. To establish BPG, nodes are initially endowed with features extracted from sparse sensor signals. Features from identifiable joint nodes across diverse sensors are amalgamated and processed from both temporal and spatial perspectives. Temporal dynamics are captured using the Temporal Pyramid Structure, while spatial relations in joint movements inform the spatial attributes. The resultant features serve as the foundational elements of the BPG nodes. To further refine the BPG, node features are updated through a graph neural network that incorporates edge reflecting varying joint relations. Our method's effectiveness is evidenced by the attained state-of-the-art performance, particularly in lower body motion, outperforming other baseline methods. Additionally, an ablation study validates the efficacy of each module in our proposed framework.","['Feiyu Yao', 'Zongkai Wu', 'Li Yi']",2024-01-22T09:29:42Z,http://arxiv.org/abs/2401.11783v1,['cs.CV'],疎なセンサデータから3Dフルボディポーズを推定することは、拡張現実感やバーチャルリアリティにおけるリアルな人体運動の再構成に採用される極めて重要な技術である。しかし、一般的なVRシステムでは、まばらに分散したセンサーが人体全体の動きを捉えることができないため、まばらなセンサー信号を包括的な人体の動きに変換することは依然として課題となっています。本論文では、人体を表現するためによく設計されたボディポーズグラフ（BPG）を使用し、この課題をグラフの欠損ノードの予測問題に変換する。そして、BPGに基づく新しい全身運動再構成フレームワークを提案する。BPGを確立するために、ノードは最初に疎なセンサー信号から抽出された特徴を付与される。多様なセンサーにまたがる識別可能な関節ノードからの特徴を統合し、時間的・空間的観点から処理する。時間的ダイナミクスは時間的ピラミッド構造（Temporal Pyramid Structure）を用いてとらえ、関節運動における空間的関係は空間的属性（Spatial Attributes）に反映される。得られた特徴はBPGノードの基礎要素となる。BPGをさらに洗練させるために、ノードの特徴は、変化する関節関係を反映するエッジを組み込んだグラフニューラルネットワークによって更新される。本手法の有効性は、特に下半身の動きにおいて、他のベースライン手法を凌駕する最先端の性能を達成したことで証明される。さらに、アブレーション研究により、提案フレームワークの各モジュールの有効性が検証された。
"Fast Implicit Neural Representation Image Codec in Resource-limited
  Devices","Displaying high-quality images on edge devices, such as augmented reality devices, is essential for enhancing the user experience. However, these devices often face power consumption and computing resource limitations, making it challenging to apply many deep learning-based image compression algorithms in this field. Implicit Neural Representation (INR) for image compression is an emerging technology that offers two key benefits compared to cutting-edge autoencoder models: low computational complexity and parameter-free decoding. It also outperforms many traditional and early neural compression methods in terms of quality. In this study, we introduce a new Mixed Autoregressive Model (MARM) to significantly reduce the decoding time for the current INR codec, along with a new synthesis network to enhance reconstruction quality. MARM includes our proposed Autoregressive Upsampler (ARU) blocks, which are highly computationally efficient, and ARM from previous work to balance decoding time and reconstruction quality. We also propose enhancing ARU's performance using a checkerboard two-stage decoding strategy. Moreover, the ratio of different modules can be adjusted to maintain a balance between quality and speed. Comprehensive experiments demonstrate that our method significantly improves computational efficiency while preserving image quality. With different parameter settings, our method can outperform popular AE-based codecs in constrained environments in terms of both quality and decoding time, or achieve state-of-the-art reconstruction quality compared to other INR codecs.","['Xiang Liu', 'Jiahong Chen', 'Bin Chen', 'Zimo Liu', 'Baoyi An', 'Shu-Tao Xia']",2024-01-23T09:37:58Z,http://arxiv.org/abs/2401.12587v1,"['eess.IV', 'cs.CV']",AR（拡張現実）デバイスなどのエッジデバイスに高品質な画像を表示することは、ユーザーエクスペリエンスを向上させるために不可欠である。しかし、これらのデバイスは消費電力やコンピューティングリソースの制限に直面することが多く、この分野で多くのディープラーニングベースの画像圧縮アルゴリズムを適用することは困難である。画像圧縮のための暗黙的ニューラル表現（INR）は、最先端のオートエンコーダーモデルと比較して、低計算複雑性とパラメータフリーデコーディングという2つの主要な利点を提供する新しい技術です。また、多くの伝統的かつ初期のニューラル圧縮法を品質面で凌駕する。本研究では、現在のINRコーデックのデコード時間を大幅に短縮する新しい混合自己回帰モデル（MARM）を、再構成品質を向上させる新しい合成ネットワークとともに紹介する。MARMは、計算効率の高い我々の提案する自己回帰アップサンプラー（ARU）ブロックを含み、復号時間と再構成品質のバランスをとるために、これまでの研究からARMを導入した。また、チェッカーボード2段復号戦略を用いてARUの性能を向上させることを提案する。さらに、異なるモジュールの比率を調整することで、品質と速度のバランスを保つことができる。包括的な実験により、我々の方法が画質を保ちながら計算効率を大幅に改善することが実証された。異なるパラメータ設定により、本手法は、品質と復号時間の両方において、制約のある環境において一般的なAEベースのコーデックを凌駕し、あるいは他のINRコーデックと比較して最先端の再構成品質を達成することができる。
Neural Rendering and Its Hardware Acceleration: A Review,"Neural rendering is a new image and video generation method based on deep learning. It combines the deep learning model with the physical knowledge of computer graphics, to obtain a controllable and realistic scene model, and realize the control of scene attributes such as lighting, camera parameters, posture and so on. On the one hand, neural rendering can not only make full use of the advantages of deep learning to accelerate the traditional forward rendering process, but also provide new solutions for specific tasks such as inverse rendering and 3D reconstruction. On the other hand, the design of innovative hardware structures that adapt to the neural rendering pipeline breaks through the parallel computing and power consumption bottleneck of existing graphics processors, which is expected to provide important support for future key areas such as virtual and augmented reality, film and television creation and digital entertainment, artificial intelligence and the metaverse. In this paper, we review the technical connotation, main challenges, and research progress of neural rendering. On this basis, we analyze the common requirements of neural rendering pipeline for hardware acceleration and the characteristics of the current hardware acceleration architecture, and then discuss the design challenges of neural rendering processor architecture. Finally, the future development trend of neural rendering processor architecture is prospected.","['Xinkai Yan', 'Jieting Xu', 'Yuchi Huo', 'Hujun Bao']",2024-01-06T07:57:11Z,http://arxiv.org/abs/2402.00028v1,"['cs.GR', 'cs.CV', 'eess.IV']",ニューラルレンダリングは、ディープラーニングに基づく新しい画像・映像生成手法である。ディープラーニングモデルとコンピュータグラフィックスの物理的知識を組み合わせ、制御可能でリアルなシーンモデルを取得し、照明、カメラパラメータ、姿勢などのシーン属性の制御を実現する。一方、ニューラルレンダリングは、ディープラーニングの利点をフルに活用して従来のフォワードレンダリングプロセスを高速化できるだけでなく、インバースレンダリングや3D再構成などの特定のタスクに新たなソリューションを提供することもできる。一方、ニューラル・レンダリング・パイプラインに適応する革新的なハードウェア構造の設計は、既存のグラフィックス・プロセッサの並列コンピューティングと消費電力のボトルネックを打破するものであり、仮想現実や拡張現実、映画やテレビの制作やデジタル・エンターテインメント、人工知能やメタバースといった将来の重要分野を支える重要なサポートになると期待されている。本稿では、ニューラルレンダリングの技術的な意味合い、主な課題、研究の進展について概説する。その上で、ハードウェアアクセラレーションに対するニューラルレンダリングパイプラインの共通要件と現在のハードウェアアクセラレーションアーキテクチャの特徴を分析し、ニューラルレンダリングプロセッサアーキテクチャの設計上の課題について議論する。最後に、ニューラル・レンダリング・プロセッサ・アーキテクチャの将来の開発動向を展望する。
PAS-SLAM: A Visual SLAM System for Planar Ambiguous Scenes,"Visual SLAM (Simultaneous Localization and Mapping) based on planar features has found widespread applications in fields such as environmental structure perception and augmented reality. However, current research faces challenges in accurately localizing and mapping in planar ambiguous scenes, primarily due to the poor accuracy of the employed planar features and data association methods. In this paper, we propose a visual SLAM system based on planar features designed for planar ambiguous scenes, encompassing planar processing, data association, and multi-constraint factor graph optimization. We introduce a planar processing strategy that integrates semantic information with planar features, extracting the edges and vertices of planes to be utilized in tasks such as plane selection, data association, and pose optimization. Next, we present an integrated data association strategy that combines plane parameters, semantic information, projection IoU (Intersection over Union), and non-parametric tests, achieving accurate and robust plane data association in planar ambiguous scenes. Finally, we design a set of multi-constraint factor graphs for camera pose optimization. Qualitative and quantitative experiments conducted on publicly available datasets demonstrate that our proposed system competes effectively in both accuracy and robustness in terms of map construction and camera localization compared to state-of-the-art methods.","['Xinggang Hu', 'Yanmin Wu', 'Mingyuan Zhao', 'Linghao Yang', 'Xiangkui Zhang', 'Xiangyang Ji']",2024-02-09T01:34:26Z,http://arxiv.org/abs/2402.06131v1,"['cs.RO', 'cs.CV']",平面特徴に基づく視覚的SLAM（Simultaneous Localization and Mapping）は、環境構造知覚や拡張現実感などの分野で広く応用されている。しかし、現在の研究は、主に採用されている平面特徴量とデータ関連付け手法の精度の低さに起因する、平面の曖昧なシーンにおける正確なローカライゼーションとマッピングの課題に直面している。本論文では、平面処理、データ関連付け、および多制約因子グラフ最適化を含む、平面曖昧シーン用に設計された平面特徴に基づく視覚SLAMシステムを提案する。我々は、意味情報を平面特徴と統合する平面処理戦略を導入し、平面の辺と頂点を抽出し、平面選択、データ関連付け、ポーズ最適化などのタスクに利用する。次に、平面パラメータ、意味情報、射影IoU(Intersection over Union)、ノンパラメトリック検定を組み合わせた統合データ関連付け戦略を提示し、平面の曖昧なシーンにおいて、正確でロバストな平面データ関連付けを実現する。最後に、カメラポーズ最適化のための多制約因子グラフを設計する。一般に公開されているデータセットを用いて行った定性的・定量的実験により、本提案システムが、地図構築とカメラローカライゼーションにおいて、最新の手法と比較して、精度とロバスト性の両面で効果的に競合することが実証された。
"Camera Calibration through Geometric Constraints from Rotation and
  Projection Matrices","The process of camera calibration involves estimating the intrinsic and extrinsic parameters, which are essential for accurately performing tasks such as 3D reconstruction, object tracking and augmented reality. In this work, we propose a novel constraints-based loss for measuring the intrinsic (focal length: $(f_x, f_y)$ and principal point: $(p_x, p_y)$) and extrinsic (baseline: ($b$), disparity: ($d$), translation: $(t_x, t_y, t_z)$, and rotation specifically pitch: $(\theta_p)$) camera parameters. Our novel constraints are based on geometric properties inherent in the camera model, including the anatomy of the projection matrix (vanishing points, image of world origin, axis planes) and the orthonormality of the rotation matrix. Thus we proposed a novel Unsupervised Geometric Constraint Loss (UGCL) via a multitask learning framework. Our methodology is a hybrid approach that employs the learning power of a neural network to estimate the desired parameters along with the underlying mathematical properties inherent in the camera projection matrix. This distinctive approach not only enhances the interpretability of the model but also facilitates a more informed learning process. Additionally, we introduce a new CVGL Camera Calibration dataset, featuring over 900 configurations of camera parameters, incorporating 63,600 image pairs that closely mirror real-world conditions. By training and testing on both synthetic and real-world datasets, our proposed approach demonstrates improvements across all parameters when compared to the state-of-the-art (SOTA) benchmarks. The code and the updated dataset can be found here: https://github.com/CVLABLUMS/CVGL-Camera-Calibration","['Muhammad Waleed', 'Abdul Rauf', 'Murtaza Taj']",2024-02-13T13:07:34Z,http://arxiv.org/abs/2402.08437v2,['cs.CV'],"カメラのキャリブレーションプロセスは、3D再構成、物体追跡、拡張現実感などのタスクを正確に実行するために不可欠な固有パラメータと外部パラメータの推定を含む。本研究では、カメラの固有パラメータ（焦点距離：$(f_x, f_y)$、主点：$(p_x, p_y)$）と外部パラメータ（ベースライン：$(b$)、視差：$(d$)、平行移動：$(t_x, t_y, t_z)$、回転特にピッチ：$(˶‾θ_p)$）を測定するための、新しい制約に基づく損失を提案する。我々の新しい制約は、投影行列の解剖学的構造（消失点、世界原点の画像、軸平面）と回転行列の直交性を含む、カメラモデルに固有の幾何学的性質に基づく。そこで我々は、マルチタスク学習フレームワークを介した、新しい教師なし幾何学的制約損失（UGCL）を提案した。我々の方法論は、カメラの投影行列に内在する基本的な数学的特性とともに、所望のパラメータを推定するためにニューラルネットワークの学習能力を用いるハイブリッドアプローチである。この特徴的なアプローチは、モデルの解釈可能性を高めるだけでなく、より情報に基づいた学習プロセスを促進する。さらに、我々は新しいCVGL Camera Calibrationデータセットを紹介します。このデータセットは、実世界の状況を忠実に反映した63,600の画像ペアを含み、900以上のカメラパラメータの設定を特徴としています。合成データセットと実世界データセットの両方で学習とテストを行うことで、我々の提案するアプローチは、最先端の（SOTA）ベンチマークと比較した場合、全てのパラメータにおいて改善を示す。コードと更新されたデータセットは、https://github.com/CVLABLUMS/CVGL-Camera-Calibration。"
"Outdoor Environment Reconstruction with Deep Learning on Radio
  Propagation Paths","Conventional methods for outdoor environment reconstruction rely predominantly on vision-based techniques like photogrammetry and LiDAR, facing limitations such as constrained coverage, susceptibility to environmental conditions, and high computational and energy demands. These challenges are particularly pronounced in applications like augmented reality navigation, especially when integrated with wearable devices featuring constrained computational resources and energy budgets. In response, this paper proposes a novel approach harnessing ambient wireless signals for outdoor environment reconstruction. By analyzing radio frequency (RF) data, the paper aims to deduce the environmental characteristics and digitally reconstruct the outdoor surroundings. Investigating the efficacy of selected deep learning (DL) techniques on the synthetic RF dataset WAIR-D, the study endeavors to address the research gap in this domain. Two DL-driven approaches are evaluated (convolutional U-Net and CLIP+ based on vision transformers), with performance assessed using metrics like intersection-over-union (IoU), Hausdorff distance, and Chamfer distance. The results demonstrate promising performance of the RF-based reconstruction method, paving the way towards lightweight and scalable reconstruction solutions.","['Hrant Khachatrian', 'Rafayel Mkrtchyan', 'Theofanis P. Raptis']",2024-02-27T09:11:10Z,http://arxiv.org/abs/2402.17336v1,"['cs.NI', 'cs.LG', 'eess.SP']",屋外環境再構築のための従来の方法は、主に写真測量やLiDARのような視覚ベースの技術に依存しており、制限されたカバレッジ、環境条件の影響を受けやすさ、高い計算およびエネルギー需要などの制限に直面しています。これらの課題は、拡張現実ナビゲーションのようなアプリケーション、特に計算リソースやエネルギー予算に制約のあるウェアラブルデバイスと統合された場合に特に顕著となる。そこで本論文では、屋外環境の再構築のために周囲の無線信号を利用する新しいアプローチを提案する。無線周波数（RF）データを分析することで、環境特性を推測し、屋外環境をデジタル的に再構築することを目的としている。合成RFデータセットWAIR-Dにおける選択されたディープラーニング（DL）手法の有効性を調査することで、本研究はこの領域における研究ギャップを解決しようと努めている。2つのDL駆動アプローチ（畳み込みU-Netと視覚変換器に基づくCLIP+）が評価され、交差-結合（IoU）、ハウスドルフ距離、面取り距離などのメトリクスを用いて性能が評価される。その結果、RFベースの再構成手法の有望な性能が実証され、軽量でスケーラブルな再構成ソリューションへの道が開かれた。
"Vox-Fusion++: Voxel-based Neural Implicit Dense Tracking and Mapping
  with Multi-maps","In this paper, we introduce Vox-Fusion++, a multi-maps-based robust dense tracking and mapping system that seamlessly fuses neural implicit representations with traditional volumetric fusion techniques. Building upon the concept of implicit mapping and positioning systems, our approach extends its applicability to real-world scenarios. Our system employs a voxel-based neural implicit surface representation, enabling efficient encoding and optimization of the scene within each voxel. To handle diverse environments without prior knowledge, we incorporate an octree-based structure for scene division and dynamic expansion. To achieve real-time performance, we propose a high-performance multi-process framework. This ensures the system's suitability for applications with stringent time constraints. Additionally, we adopt the idea of multi-maps to handle large-scale scenes, and leverage loop detection and hierarchical pose optimization strategies to reduce long-term pose drift and remove duplicate geometry. Through comprehensive evaluations, we demonstrate that our method outperforms previous methods in terms of reconstruction quality and accuracy across various scenarios. We also show that our Vox-Fusion++ can be used in augmented reality and collaborative mapping applications. Our source code will be publicly available at \url{https://github.com/zju3dv/Vox-Fusion_Plus_Plus}","['Hongjia Zhai', 'Hai Li', 'Xingrui Yang', 'Gan Huang', 'Yuhang Ming', 'Hujun Bao', 'Guofeng Zhang']",2024-03-19T08:21:54Z,http://arxiv.org/abs/2403.12536v1,['cs.CV'],本論文では、ニューラル暗黙表現と従来の体積融合技術をシームレスに融合した、マルチマップベースのロバストな高密度追跡マッピングシステムであるVox-Fusion++を紹介する。暗黙的なマッピングと位置決めシステムの概念を基に、我々のアプローチは実世界のシナリオへの適用性を拡張する。我々のシステムはボクセルベースのニューラル暗黙的表面表現を採用しており、各ボクセル内のシーンの効率的な符号化と最適化を可能にする。予備知識なしに多様な環境を扱うために、シーン分割と動的拡張のためにオクトリーベースの構造を組み込んでいる。リアルタイム性能を達成するために、高性能マルチプロセスフレームワークを提案する。これにより、時間的制約の厳しいアプリケーションへのシステムの適合性を保証する。さらに、大規模なシーンを扱うためにマルチマップのアイデアを採用し、ループ検出と階層的なポーズ最適化戦略を活用して、長期的なポーズドリフトを低減し、重複するジオメトリを除去する。総合的な評価を通じて、我々の手法が、様々なシナリオにおいて、再構成の品質と精度の点で従来の手法を上回ることを実証する。また、我々のVox-Fusion++が拡張現実や協調マッピングアプリケーションで使用できることも示す。我々のソースコードは \url{https://github.com/zju3dv/Vox-Fusion_Plus_Plus} で公開される予定である。
"AUGlasses: Continuous Action Unit based Facial Reconstruction with
  Low-power IMUs on Smart Glasses","Recent advancements in augmented reality (AR) have enabled the use of various sensors on smart glasses for applications like facial reconstruction, which is vital to improve AR experiences for virtual social activities. However, the size and power constraints of smart glasses demand a miniature and low-power sensing solution. AUGlasses achieves unobtrusive low-power facial reconstruction by placing inertial measurement units (IMU) against the temporal area on the face to capture the skin deformations, which are caused by facial muscle movements. These IMU signals, along with historical data on facial action units (AUs), are processed by a transformer-based deep learning model to estimate AU intensities in real-time, which are then used for facial reconstruction. Our results show that AUGlasses accurately predicts the strength (0-5 scale) of 14 key AUs with a cross-user mean absolute error (MAE) of 0.187 (STD = 0.025) and achieves facial reconstruction with a cross-user MAE of 1.93 mm (STD = 0.353). We also integrated various preprocessing and training techniques to ensure robust performance for continuous sensing. Micro-benchmark tests indicate that our system consistently performs accurate continuous facial reconstruction with a fine-tuned cross-user model, achieving an AU MAE of 0.35.","['Yanrong Li', 'Tengxiang Zhang', 'Xin Zeng', 'Yuntao Wang', 'Haotian Zhang', 'Yiqiang Chen']",2024-05-22T02:07:56Z,http://arxiv.org/abs/2405.13289v1,"['cs.HC', 'cs.CV']",最近の拡張現実感（AR）の進歩により、バーチャルな社会活動のためのAR体験を向上させるために不可欠な、顔の再構成のようなアプリケーションのためのスマートグラス上の様々なセンサーの使用が可能になりました。しかし、スマートグラスのサイズと消費電力の制約から、小型で低消費電力のセンシングソリューションが求められています。AUGlassesは、顔の筋肉の動きによって引き起こされる皮膚の変形をキャプチャするために、顔の一時的な領域に対して慣性計測ユニット（IMU）を配置することによって、邪魔にならない低消費電力の顔の再構成を実現します。これらのIMU信号は、顔のアクションユニット（AU）に関する過去のデータとともに、変換器ベースのディープラーニングモデルによって処理され、リアルタイムでAUの強度を推定し、顔の再構成に使用される。その結果、AUGlassesは14の主要なAUの強度（0-5スケール）を0.187（STD = 0.025）のクロスユーザー平均絶対誤差（MAE）で正確に予測し、1.93mm（STD = 0.353）のクロスユーザーMAEで顔の再構成を達成した。また、連続的なセンシングに対してロバストな性能を確保するために、様々な前処理とトレーニング技術を統合した。マイクロベンチマークテストにより、本システムは、微調整されたクロスユーザーモデルで一貫して正確な連続顔復元を行い、AU MAE 0.35を達成することが示された。
"LookinGood: Enhancing Performance Capture with Real-time Neural
  Re-Rendering","Motivated by augmented and virtual reality applications such as telepresence, there has been a recent focus in real-time performance capture of humans under motion. However, given the real-time constraint, these systems often suffer from artifacts in geometry and texture such as holes and noise in the final rendering, poor lighting, and low-resolution textures. We take the novel approach to augment such real-time performance capture systems with a deep architecture that takes a rendering from an arbitrary viewpoint, and jointly performs completion, super resolution, and denoising of the imagery in real-time. We call this approach neural (re-)rendering, and our live system ""LookinGood"". Our deep architecture is trained to produce high resolution and high quality images from a coarse rendering in real-time. First, we propose a self-supervised training method that does not require manual ground-truth annotation. We contribute a specialized reconstruction error that uses semantic information to focus on relevant parts of the subject, e.g. the face. We also introduce a salient reweighing scheme of the loss function that is able to discard outliers. We specifically design the system for virtual and augmented reality headsets where the consistency between the left and right eye plays a crucial role in the final user experience. Finally, we generate temporally stable results by explicitly minimizing the difference between two consecutive frames. We tested the proposed system in two different scenarios: one involving a single RGB-D sensor, and upper body reconstruction of an actor, the second consisting of full body 360 degree capture. Through extensive experimentation, we demonstrate how our system generalizes across unseen sequences and subjects. The supplementary video is available at http://youtu.be/Md3tdAKoLGU.","['Ricardo Martin-Brualla', 'Rohit Pandey', 'Shuoran Yang', 'Pavel Pidlypenskyi', 'Jonathan Taylor', 'Julien Valentin', 'Sameh Khamis', 'Philip Davidson', 'Anastasia Tkach', 'Peter Lincoln', 'Adarsh Kowdle', 'Christoph Rhemann', 'Dan B Goldman', 'Cem Keskin', 'Steve Seitz', 'Shahram Izadi', 'Sean Fanello']",2018-11-12T22:51:19Z,http://arxiv.org/abs/1811.05029v1,['cs.CV'],テレプレゼンスのような拡張現実や仮想現実のアプリケーションに動機づけられ、最近、動いている人間のリアルタイムのパフォーマンスキャプチャに注目が集まっている。しかし、リアルタイムの制約から、これらのシステムは、最終的なレンダリングにおける穴やノイズ、貧弱な照明、低解像度のテクスチャなど、ジオメトリやテクスチャのアーチファクトに悩まされることが多い。我々は、このようなリアルタイム・パフォーマンス・キャプチャ・システムを、任意の視点からのレンダリングを取り込み、画像の補完、超解像、ノイズ除去をリアルタイムで共同で行うディープ・アーキテクチャで補強するという新しいアプローチをとる。我々はこのアプローチをニューラル（再）レンダリングと呼び、我々のライブシステムを「LookinGood」と呼ぶ。我々のディープアーキテクチャは、粗いレンダリングから高解像度で高品質な画像をリアルタイムで生成するように訓練されている。まず、私たちは、手作業によるグラウンドトゥルース注釈を必要としない、自己教師付き学習法を提案する。また、顔などの被写体の関連部分に焦点を当てるために、意味情報を利用した特殊な再構成誤差を提供する。また、損失関数の顕著な再重み付けスキームを導入し、外れ値を破棄することができる。我々は特に、左目と右目の間の整合性が最終的なユーザー体験において重要な役割を果たす、仮想現実と拡張現実のヘッドセット用にシステムを設計する。最後に、連続する2つのフレーム間の差を明示的に最小化することで、時間的に安定した結果を生成する。提案システムを2つの異なるシナリオでテストした。1つは、単一のRGB-Dセンサーと俳優の上半身の再構成を含み、もう1つは全身360度キャプチャからなる。広範な実験を通じて、我々のシステムが未知のシーケンスや被験者に対してどのように汎化するかを実証する。補足ビデオはhttp://youtu.be/Md3tdAKoLGU。
RGB-D Odometry and SLAM,"The emergence of modern RGB-D sensors had a significant impact in many application fields, including robotics, augmented reality (AR) and 3D scanning. They are low-cost, low-power and low-size alternatives to traditional range sensors such as LiDAR. Moreover, unlike RGB cameras, RGB-D sensors provide the additional depth information that removes the need of frame-by-frame triangulation for 3D scene reconstruction. These merits have made them very popular in mobile robotics and AR, where it is of great interest to estimate ego-motion and 3D scene structure. Such spatial understanding can enable robots to navigate autonomously without collisions and allow users to insert virtual entities consistent with the image stream. In this chapter, we review common formulations of odometry and Simultaneous Localization and Mapping (known by its acronym SLAM) using RGB-D stream input. The two topics are closely related, as the former aims to track the incremental camera motion with respect to a local map of the scene, and the latter to jointly estimate the camera trajectory and the global map with consistency. In both cases, the standard approaches minimize a cost function using nonlinear optimization techniques. This chapter consists of three main parts: In the first part, we introduce the basic concept of odometry and SLAM and motivate the use of RGB-D sensors. We also give mathematical preliminaries relevant to most odometry and SLAM algorithms. In the second part, we detail the three main components of SLAM systems: camera pose tracking, scene mapping and loop closing. For each component, we describe different approaches proposed in the literature. In the final part, we provide a brief discussion on advanced research topics with the references to the state-of-the-art.","['Javier Civera', 'Seong Hun Lee']",2020-01-19T17:56:11Z,http://arxiv.org/abs/2001.06875v1,"['cs.CV', 'cs.RO']",最新のRGB-Dセンサーの登場は、ロボット工学、拡張現実（AR）、3Dスキャンなど、多くの応用分野に大きな影響を与えた。RGB-Dセンサーは、LiDARのような従来のレンジセンサーに代わる、低コスト、低消費電力、小型のセンサーである。さらに、RGBカメラとは異なり、RGB-Dセンサーは、3Dシーン再構築のためのフレームごとの三角測量の必要性を取り除く追加の深度情報を提供する。これらの利点により、エゴモーションや3Dシーン構造を推定することが重要視されるモバイルロボットやARにおいて、RGB-Dセンサーは非常に人気がある。このような空間理解は、ロボットが衝突することなく自律的にナビゲートすることを可能にし、ユーザーが画像ストリームと一致した仮想エンティティを挿入することを可能にする。本章では、RGB-Dストリーム入力を用いたオドメトリとSimultaneous Localization and Mapping（頭文字をとってSLAMと呼ばれる）の一般的な定式化についてレビューする。この2つのトピックは密接に関連しており、前者はシーンのローカルマップに対するカメラの増分運動を追跡することを目的とし、後者はカメラの軌跡とグローバルマップを整合性をもって共同推定することを目的としている。どちらの場合も、標準的なアプローチは非線形最適化技術を用いてコスト関数を最小化する。本章は3つの主要部分から構成される：第1部では、オドメトリとSLAMの基本概念を紹介し、RGB-Dセンサの利用を動機付ける。また、ほとんどのオドメトリーとSLAMアルゴリズムに関連する数学的な前置きも行う。第2部では、SLAMシステムの3つの主要コンポーネント、カメラのポーズトラッキング、シーンマッピング、ループクロージングについて詳しく説明します。各コンポーネントについて、文献で提案されている様々なアプローチを説明する。最後のパートでは、最先端の研究トピックについて簡単な考察を行う。
Towards real-time unsupervised monocular depth estimation on CPU,"Unsupervised depth estimation from a single image is a very attractive technique with several implications in robotic, autonomous navigation, augmented reality and so on. This topic represents a very challenging task and the advent of deep learning enabled to tackle this problem with excellent results. However, these architectures are extremely deep and complex. Thus, real-time performance can be achieved only by leveraging power-hungry GPUs that do not allow to infer depth maps in application fields characterized by low-power constraints. To tackle this issue, in this paper we propose a novel architecture capable to quickly infer an accurate depth map on a CPU, even of an embedded system, using a pyramid of features extracted from a single input image. Similarly to state-of-the-art, we train our network in an unsupervised manner casting depth estimation as an image reconstruction problem. Extensive experimental results on the KITTI dataset show that compared to the top performing approach our network has similar accuracy but a much lower complexity (about 6% of parameters) enabling to infer a depth map for a KITTI image in about 1.7 s on the Raspberry Pi 3 and at more than 8 Hz on a standard CPU. Moreover, by trading accuracy for efficiency, our network allows to infer maps at about 2 Hz and 40 Hz respectively, still being more accurate than most state-of-the-art slower methods. To the best of our knowledge, it is the first method enabling such performance on CPUs paving the way for effective deployment of unsupervised monocular depth estimation even on embedded systems.","['Matteo Poggi', 'Filippo Aleotti', 'Fabio Tosi', 'Stefano Mattoccia']",2018-06-29T14:18:24Z,http://arxiv.org/abs/1806.11430v3,"['cs.CV', 'cs.RO']",単一画像からの教師なし奥行き推定は、ロボット、自律ナビゲーション、拡張現実感などにおいて、いくつかの意味を持つ非常に魅力的な技術である。このトピックは非常に困難な課題であり、ディープラーニングの登場により、この問題に取り組んで優れた結果を得ることができるようになった。しかし、これらのアーキテクチャは非常に深く複雑である。そのため、低消費電力という制約を特徴とする応用分野では、奥行きマップを推論することができない消費電力の高いGPUを活用することによってのみ、リアルタイムの性能を達成することができる。この問題に取り組むため、本稿では、1つの入力画像から抽出された特徴のピラミッドを用いて、組み込みシステムであってもCPU上で正確な深度マップを迅速に推測できる、新しいアーキテクチャを提案する。最先端の技術と同様に、我々は、深度推定を画像再構成問題としてキャストする教師なし方法でネットワークを学習する。KITTIデータセットを用いた広範な実験結果から、我々のネットワークは、トップ性能のアプローチと比較して、同程度の精度を持ちながら、はるかに低い複雑さ（パラメータの約6％）を持ち、Raspberry Pi 3では約1.7秒、標準的なCPUでは8Hz以上でKITTI画像の深度マップを推論できることが示された。さらに、精度と効率を交換することで、我々のネットワークは、それぞれ約2Hzと40Hzでマップを推論することを可能にし、依然としてほとんどの最先端の遅い方法よりも正確である。我々の知る限り、これはCPU上でこのようなパフォーマンスを可能にする最初の手法であり、組み込みシステム上でも教師なし単眼深度推定の効果的な展開への道を開くものである。
