title,summary,authors,published,link,category
"OpenFilter: A Framework to Democratize Research Access to Social Media
  AR Filters","Augmented Reality or AR filters on selfies have become very popular on social
media platforms for a variety of applications, including marketing,
entertainment and aesthetics. Given the wide adoption of AR face filters and
the importance of faces in our social structures and relations, there is
increased interest by the scientific community to analyze the impact of such
filters from a psychological, artistic and sociological perspective. However,
there are few quantitative analyses in this area mainly due to a lack of
publicly available datasets of facial images with applied AR filters. The
proprietary, close nature of most social media platforms does not allow users,
scientists and practitioners to access the code and the details of the
available AR face filters. Scraping faces from these platforms to collect data
is ethically unacceptable and should, therefore, be avoided in research. In
this paper, we present OpenFilter, a flexible framework to apply AR filters
available in social media platforms on existing large collections of human
faces. Moreover, we share FairBeauty and B-LFW, two beautified versions of the
publicly available FairFace and LFW datasets and we outline insights derived
from the analysis of these beautified datasets.","['Piera Riccio', 'Bill Psomas', 'Francesco Galati', 'Francisco Escolano', 'Thomas Hofmann', 'Nuria Oliver']",2022-07-19T17:05:25Z,http://arxiv.org/abs/2207.12319v3,"['cs.CV', 'cs.AI', 'I.4.9']"
Student Research Abstract: Microservices-based Systems Visualization,"The evolution of decentralized microservice-based systems is challenging.
These challenges are classified into static and dynamic categories. Regarding
the static perspective, documenting and visualizing the fluid application
topology is something few have been able to accomplish. Building an
architecture map of services design is a complicated task in its interpretation
rather than construction. Therefore, the system-centric and up-to-date view
became essential for such distributed systems. The dynamic perspective
considers the process of investigation and service path detection. Therefore
performing root cause analysis is a burdening task; such that tracing data is
needed to be put in the right context to facilitate the investigation.
Moreover, visualizing these traces over the traditional visualization
techniques couldn't be feasible with the large number of microservices involved
in the system. This paper proposes a visualization concept for
microservices-based systems using the Augmented Reality (AR) technique, which
merges these static and dynamic behaviors into a single centric view. In
addition, we challenge the difficulty related to tracing and debugging an issue
in such distributed systems. This concept is designed to work as a dynamic
documentation and traceability platform for these systems. A proof of concept
and a research study are implemented to show the viability and success of this
proposal.",['Amr S. Abdelfattah'],2022-07-23T21:05:20Z,http://arxiv.org/abs/2207.12998v1,['cs.SE']
"AvatarPoser: Articulated Full-Body Pose Tracking from Sparse Motion
  Sensing","Today's Mixed Reality head-mounted displays track the user's head pose in
world space as well as the user's hands for interaction in both Augmented
Reality and Virtual Reality scenarios. While this is adequate to support user
input, it unfortunately limits users' virtual representations to just their
upper bodies. Current systems thus resort to floating avatars, whose limitation
is particularly evident in collaborative settings. To estimate full-body poses
from the sparse input sources, prior work has incorporated additional trackers
and sensors at the pelvis or lower body, which increases setup complexity and
limits practical application in mobile settings. In this paper, we present
AvatarPoser, the first learning-based method that predicts full-body poses in
world coordinates using only motion input from the user's head and hands. Our
method builds on a Transformer encoder to extract deep features from the input
signals and decouples global motion from the learned local joint orientations
to guide pose estimation. To obtain accurate full-body motions that resemble
motion capture animations, we refine the arm joints' positions using an
optimization routine with inverse kinematics to match the original tracking
input. In our evaluation, AvatarPoser achieved new state-of-the-art results in
evaluations on large motion capture datasets (AMASS). At the same time, our
method's inference speed supports real-time operation, providing a practical
interface to support holistic avatar control and representation for Metaverse
applications.","['Jiaxi Jiang', 'Paul Streli', 'Huajian Qiu', 'Andreas Fender', 'Larissa Laich', 'Patrick Snape', 'Christian Holz']",2022-07-27T20:52:39Z,http://arxiv.org/abs/2207.13784v1,"['cs.CV', 'cs.AI', 'cs.GR', 'cs.HC', '68T07, 68T45, 68U01', 'I.2; I.3; I.4; I.5']"
RAZE: Region Guided Self-Supervised Gaze Representation Learning,"Automatic eye gaze estimation is an important problem in vision based
assistive technology with use cases in different emerging topics such as
augmented reality, virtual reality and human-computer interaction. Over the
past few years, there has been an increasing interest in unsupervised and
self-supervised learning paradigms as it overcomes the requirement of large
scale annotated data. In this paper, we propose RAZE, a Region guided
self-supervised gAZE representation learning framework which leverage from
non-annotated facial image data. RAZE learns gaze representation via auxiliary
supervision i.e. pseudo-gaze zone classification where the objective is to
classify visual field into different gaze zones (i.e. left, right and center)
by leveraging the relative position of pupil-centers. Thus, we automatically
annotate pseudo gaze zone labels of 154K web-crawled images and learn feature
representations via `Ize-Net' framework. `Ize-Net' is a capsule layer based CNN
architecture which can efficiently capture rich eye representation. The
discriminative behaviour of the feature representation is evaluated on four
benchmark datasets: CAVE, TabletGaze, MPII and RT-GENE. Additionally, we
evaluate the generalizability of the proposed network on two other downstream
task (i.e. driver gaze estimation and visual attention estimation) which
demonstrate the effectiveness of the learnt eye gaze representation.","['Neeru Dubey', 'Shreya Ghosh', 'Abhinav Dhall']",2022-08-04T06:23:49Z,http://arxiv.org/abs/2208.02485v2,['cs.CV']
"MonoSIM: Simulating Learning Behaviors of Heterogeneous Point Cloud
  Object Detectors for Monocular 3D Object Detection","Monocular 3D object detection is a fundamental but very important task to
many applications including autonomous driving, robotic grasping and augmented
reality. Existing leading methods tend to estimate the depth of the input image
first, and detect the 3D object based on point cloud. This routine suffers from
the inherent gap between depth estimation and object detection. Besides, the
prediction error accumulation would also affect the performance. In this paper,
a novel method named MonoSIM is proposed. The insight behind introducing
MonoSIM is that we propose to simulate the feature learning behaviors of a
point cloud based detector for monocular detector during the training period.
Hence, during inference period, the learned features and prediction would be
similar to the point cloud based detector as possible. To achieve it, we
propose one scene-level simulation module, one RoI-level simulation module and
one response-level simulation module, which are progressively used for the
detector's full feature learning and prediction pipeline. We apply our method
to the famous M3D-RPN detector and CaDDN detector, conducting extensive
experiments on KITTI and Waymo Open datasets. Results show that our method
consistently improves the performance of different monocular detectors for a
large margin without changing their network architectures. Our codes will be
publicly available at
https://github.com/sunh18/MonoSIM}{https://github.com/sunh18/MonoSIM.","['Han Sun', 'Zhaoxin Fan', 'Zhenbo Song', 'Zhicheng Wang', 'Kejian Wu', 'Jianfeng Lu']",2022-08-19T16:57:11Z,http://arxiv.org/abs/2208.09446v2,['cs.CV']
"An Indoor Localization Dataset and Data Collection Framework with High
  Precision Position Annotation","We introduce a novel technique and an associated high resolution dataset that
aims to precisely evaluate wireless signal based indoor positioning algorithms.
The technique implements an augmented reality (AR) based positioning system
that is used to annotate the wireless signal parameter data samples with high
precision position data. We track the position of a practical and low cost
navigable setup of cameras and a Bluetooth Low Energy (BLE) beacon in an area
decorated with AR markers. We maximize the performance of the AR-based
localization by using a redundant number of markers. Video streams captured by
the cameras are subjected to a series of marker recognition, subset selection
and filtering operations to yield highly precise pose estimations. Our results
show that we can reduce the positional error of the AR localization system to a
rate under 0.05 meters. The position data are then used to annotate the BLE
data that are captured simultaneously by the sensors stationed in the
environment, hence, constructing a wireless signal data set with the ground
truth, which allows a wireless signal based localization system to be evaluated
accurately.","['F. Serhan Daniş', 'A. Teoman Naskali', 'A. Taylan Cemgil', 'Cem Ersoy']",2022-09-06T07:41:11Z,http://arxiv.org/abs/2209.02270v1,"['cs.LG', 'cs.CV', 'cs.NI', 'cs.SY', 'eess.SY']"
"Metaverse for Healthcare: A Survey on Potential Applications, Challenges
  and Future Directions","The rapid progress in digitalization and automation have led to an
accelerated growth in healthcare, generating novel models that are creating new
channels for rendering treatment with reduced cost. The Metaverse is an
emerging technology in the digital space which has huge potential in
healthcare, enabling realistic experiences to the patients as well as the
medical practitioners. The Metaverse is a confluence of multiple enabling
technologies such as artificial intelligence, virtual reality, augmented
reality, internet of medical devices, robotics, quantum computing, etc. through
which new directions for providing quality healthcare treatment and services
can be explored. The amalgamation of these technologies ensures immersive,
intimate and personalized patient care. It also provides adaptive intelligent
solutions that eliminates the barriers between healthcare providers and
receivers. This article provides a comprehensive review of the Metaverse for
healthcare, emphasizing on the state of the art, the enabling technologies for
adopting the Metaverse for healthcare, the potential applications and the
related projects. The issues in the adaptation of the Metaverse for healthcare
applications are also identified and the plausible solutions are highlighted as
part of future research directions.","['Rajeswari Chengoden', 'Nancy Victor', 'Thien Huynh-The', 'Gokul Yenduri', 'Rutvij H. Jhaveri', 'Mamoun Alazab', 'Sweta Bhattacharya', 'Pawan Hegde', 'Praveen Kumar Reddy Maddikunta', 'Thippa Reddy Gadekallu']",2022-09-09T07:40:11Z,http://arxiv.org/abs/2209.04160v1,['cs.AI']
"An Exploration of Hands-free Text Selection for Virtual Reality
  Head-Mounted Displays","Hand-based interaction, such as using a handheld controller or making hand
gestures, has been widely adopted as the primary method for interacting with
both virtual reality (VR) and augmented reality (AR) head-mounted displays
(HMDs). In contrast, hands-free interaction avoids the need for users' hands
and although it can afford additional benefits, there has been limited research
in exploring and evaluating hands-free techniques for these HMDs. As VR HMDs
become ubiquitous, people will need to do text editing, which requires
selecting text segments. Similar to hands-free interaction, text selection is
underexplored. This research focuses on both, text selection via hands-free
interaction. Our exploration involves a user study with 24 participants to
investigate the performance, user experience, and workload of three hands-free
selection mechanisms (Dwell, Blink, Voice) to complement head-based pointing.
Results indicate that Blink outperforms Dwell and Voice in completion time.
Users' subjective feedback also shows that Blink is the preferred technique for
text selection. This work is the first to explore hands-free interaction for
text selection in VR HMDs. Our results provide a solid platform for further
research in this important area.","['Xuanru Meng', 'Wenge Xu', 'Hai-Ning Liang']",2022-09-14T09:25:54Z,http://arxiv.org/abs/2209.06825v2,"['cs.HC', 'H.5.1; I.3.7']"
"MAGES 4.0: Accelerating the world's transition to VR training and
  democratizing the authoring of the medical metaverse","In this work, we propose MAGES 4.0, a novel Software Development Kit (SDK) to
accelerate the creation of collaborative medical training applications in
VR/AR. Our solution is essentially a low-code metaverse authoring platform for
developers to rapidly prototype high-fidelity and high-complexity medical
simulations. MAGES breaks the authoring boundaries across extended reality,
since networked participants can also collaborate using different
virtual/augmented reality as well as mobile and desktop devices, in the same
metaverse world. With MAGES we propose an upgrade to the outdated 150-year-old
master-apprentice medical training model. Our platform incorporates, in a
nutsell, the following novelties: a) 5G edge-cloud remote rendering and physics
dissection layer, b) realistic real-time simulation of organic tissues as
soft-bodies under 10ms, c) a highly realistic cutting and tearing algorithm, d)
neural network assessment for user profiling and, e) a VR recorder to record
and replay or debrief the training simulation from any perspective.","['Paul Zikas', 'Antonis Protopsaltis', 'Nick Lydatakis', 'Mike Kentros', 'Stratos Geronikolakis', 'Steve Kateros', 'Manos Kamarianakis', 'Giannis Evangelou', 'Achilleas Filippidis', 'Eleni Grigoriou', 'Dimitris Angelis', 'Michail Tamiolakis', 'Michael Dodis', 'George Kokiadis', 'John Petropoulos', 'Maria Pateraki', 'George Papagiannakis']",2022-09-19T08:10:35Z,http://arxiv.org/abs/2209.08819v2,"['cs.GR', '97R60, 97U50, 97Q70, 97Q60', 'I.3.0; I.3.7; J.3']"
"A direct time-of-flight image sensor with in-pixel surface detection and
  dynamic vision","3D flash LIDAR is an alternative to the traditional scanning LIDAR systems,
promising precise depth imaging in a compact form factor, and free of moving
parts, for applications such as self-driving cars, robotics and augmented
reality (AR). Typically implemented using single-photon, direct time-of-flight
(dToF) receivers in image sensor format, the operation of the devices can be
hindered by the large number of photon events needing to be processed and
compressed in outdoor scenarios, limiting frame rates and scalability to larger
arrays. We here present a 64x32 pixel (256x128 SPAD) dToF imager that overcomes
these limitations by using pixels with embedded histogramming, which lock onto
and track the return signal. This reduces the size of output data frames
considerably, enabling maximum frame rates in the 10 kFPS range or 100 kFPS for
direct depth readings. The sensor offers selective readout of pixels detecting
surfaces, or those sensing motion, leading to reduced power consumption and
off-chip processing requirements. We demonstrate the application of the sensor
in mid-range LIDAR.","['Istvan Gyongy', 'Ahmet T. Erdogan', 'Neale A. W. Dutton', 'Germán Mora Martín', 'Alistair Gorman', 'Hanning Mai', 'Francesco Mattioli Della Rocca', 'Robert K. Henderson']",2022-09-23T14:38:00Z,http://arxiv.org/abs/2209.11772v1,"['cs.CV', 'eess.IV', 'physics.ins-det']"
Realistic Hair Synthesis with Generative Adversarial Networks,"Recent successes in generative modeling have accelerated studies on this
subject and attracted the attention of researchers. One of the most important
methods used to achieve this success is Generative Adversarial Networks (GANs).
It has many application areas such as; virtual reality (VR), augmented reality
(AR), super resolution, image enhancement. Despite the recent advances in hair
synthesis and style transfer using deep learning and generative modelling, due
to the complex nature of hair still contains unsolved challenges. The methods
proposed in the literature to solve this problem generally focus on making
high-quality hair edits on images. In this thesis, a generative adversarial
network method is proposed to solve the hair synthesis problem. While
developing this method, it is aimed to achieve real-time hair synthesis while
achieving visual outputs that compete with the best methods in the literature.
The proposed method was trained with the FFHQ dataset and then its results in
hair style transfer and hair reconstruction tasks were evaluated. The results
obtained in these tasks and the operating time of the method were compared with
MichiGAN, one of the best methods in the literature. The comparison was made at
a resolution of 128x128. As a result of the comparison, it has been shown that
the proposed method achieves competitive results with MichiGAN in terms of
realistic hair synthesis, and performs better in terms of operating time.","['Muhammed Pektas', 'Aybars Ugur']",2022-09-13T11:48:26Z,http://arxiv.org/abs/2209.12875v1,"['cs.GR', 'cs.CV']"
"Mobile Edge Computing, Metaverse, 6G Wireless Communications, Artificial
  Intelligence, and Blockchain: Survey and Their Convergence","With the advances of the Internet of Things (IoT) and 5G/6G wireless
communications, the paradigms of mobile computing have developed dramatically
in recent years, from centralized mobile cloud computing to distributed fog
computing and mobile edge computing (MEC). MEC pushes compute-intensive
assignments to the edge of the network and brings resources as close to the
endpoints as possible, addressing the shortcomings of mobile devices with
regard to storage space, resource optimisation, computational performance and
efficiency. Compared to cloud computing, as the distributed and closer
infrastructure, the convergence of MEC with other emerging technologies,
including the Metaverse, 6G wireless communications, artificial intelligence
(AI), and blockchain, also solves the problems of network resource allocation,
more network load as well as latency requirements. Accordingly, this paper
investigates the computational paradigms used to meet the stringent
requirements of modern applications. The application scenarios of MEC in mobile
augmented reality (MAR) are provided. Furthermore, this survey presents the
motivation of MEC-based Metaverse and introduces the applications of MEC to the
Metaverse. Particular emphasis is given on a set of technical fusions mentioned
above, e.g., 6G with MEC paradigm, MEC strengthened by blockchain, etc.","['Yitong Wang', 'Jun Zhao']",2022-09-28T14:54:06Z,http://arxiv.org/abs/2209.14147v1,"['cs.DC', 'cs.AI', 'cs.LG', 'cs.SE']"
"Coalitional Game-Theoretical Approach to Coinvestment with Application
  to Edge Computing","We propose in this paper a coinvestment plan between several stakeholders of
different types, namely a physical network owner, operating network nodes, e.g.
a network operator or a tower company, and a set of service providers willing
to use these resources to provide services as video streaming, augmented
reality, autonomous driving assistance, etc. One such scenario is that of
deployment of Edge Computing resources.
  Indeed, although the latter technology is ready, the high Capital Expenditure
(CAPEX) cost of such resources is the barrier to its deployment. For this
reason, a solid economical framework to guide the investment and the returns of
the stakeholders is key to solve this issue. We formalize the coinvestment
framework using coalitional game theory. We provide a solution to calculate how
to divide the profits and costs among the stakeholders, taking into account
their characteristics: traffic load, revenues, utility function. We prove that
it is always possible to form the grand coalition composed of all the
stakeholders, by showing that our game is convex. We derive the payoff of the
stakeholders using the Shapley value concept, and elaborate on some properties
of our game. We show our solution in simulation.","['Rosario Patanè', 'Andrea Araldo', 'Tijani Chahed', 'Diego Kiedanski', 'Daniel Kofman']",2022-09-30T23:58:19Z,http://arxiv.org/abs/2210.00145v1,"['cs.GT', 'cs.NI', '91A80,', 'C.2']"
"SPARC: Sparse Render-and-Compare for CAD model alignment in a single RGB
  image","Estimating 3D shapes and poses of static objects from a single image has
important applications for robotics, augmented reality and digital content
creation. Often this is done through direct mesh predictions which produces
unrealistic, overly tessellated shapes or by formulating shape prediction as a
retrieval task followed by CAD model alignment. Directly predicting CAD model
poses from 2D image features is difficult and inaccurate. Some works, such as
ROCA, regress normalised object coordinates and use those for computing poses.
While this can produce more accurate pose estimates, predicting normalised
object coordinates is susceptible to systematic failure. Leveraging efficient
transformer architectures we demonstrate that a sparse, iterative,
render-and-compare approach is more accurate and robust than relying on
normalised object coordinates. For this we combine 2D image information
including sparse depth and surface normal values which we estimate directly
from the image with 3D CAD model information in early fusion. In particular, we
reproject points sampled from the CAD model in an initial, random pose and
compute their depth and surface normal values. This combined information is the
input to a pose prediction network, SPARC-Net which we train to predict a 9 DoF
CAD model pose update. The CAD model is reprojected again and the next pose
update is predicted. Our alignment procedure converges after just 3 iterations,
improving the state-of-the-art performance on the challenging real-world
dataset ScanNet from 25.0% to 31.8% instance alignment accuracy. Code will be
released at https://github.com/florianlanger/SPARC .","['Florian Langer', 'Gwangbin Bae', 'Ignas Budvytis', 'Roberto Cipolla']",2022-10-03T16:02:10Z,http://arxiv.org/abs/2210.01044v1,['cs.CV']
Force-Aware Interface via Electromyography for Natural VR/AR Interaction,"While tremendous advances in visual and auditory realism have been made for
virtual and augmented reality (VR/AR), introducing a plausible sense of
physicality into the virtual world remains challenging. Closing the gap between
real-world physicality and immersive virtual experience requires a closed
interaction loop: applying user-exerted physical forces to the virtual
environment and generating haptic sensations back to the users. However,
existing VR/AR solutions either completely ignore the force inputs from the
users or rely on obtrusive sensing devices that compromise user experience.
  By identifying users' muscle activation patterns while engaging in VR/AR, we
design a learning-based neural interface for natural and intuitive force
inputs. Specifically, we show that lightweight electromyography sensors,
resting non-invasively on users' forearm skin, inform and establish a robust
understanding of their complex hand activities. Fuelled by a
neural-network-based model, our interface can decode finger-wise forces in
real-time with 3.3% mean error, and generalize to new users with little
calibration. Through an interactive psychophysical study, we show that human
perception of virtual objects' physical properties, such as stiffness, can be
significantly enhanced by our interface. We further demonstrate that our
interface enables ubiquitous control via finger tapping. Ultimately, we
envision our findings to push forward research towards more realistic
physicality in future VR/AR.","['Yunxiang Zhang', 'Benjamin Liang', 'Boyuan Chen', 'Paul Torrens', 'S. Farokh Atashzar', 'Dahua Lin', 'Qi Sun']",2022-10-03T20:51:25Z,http://arxiv.org/abs/2210.01225v1,"['cs.HC', 'cs.GR', 'cs.LG']"
"A Novel Light Field Coding Scheme Based on Deep Belief Network &
  Weighted Binary Images for Additive Layered Displays","Light-field displays create an immersive experience by providing binocular
depth sensation and motion parallax. Stacking light attenuating layers is one
approach to implement a light field display with a broader depth of field, wide
viewing angles and high resolution. Due to the transparent holographic optical
element (HOE) layers, additive layered displays can be integrated into
augmented reality (AR) wearables to overlay virtual objects onto the real
world, creating a seamless mixed reality (XR) experience. This paper proposes a
novel framework for light field representation and coding that utilizes Deep
Belief Network (DBN) and weighted binary images suitable for additive layered
displays. The weighted binary representation of layers makes the framework more
flexible for adaptive bitrate encoding. The framework effectively captures
intrinsic redundancies in the light field data, and thus provides a scalable
solution for light field coding suitable for XR display applications. The
latent code is encoded by H.265 codec generating a rate-scalable bit-stream. We
achieve adaptive bitrate decoding by varying the number of weighted binary
images and the H.265 quantization parameter, while maintaining an optimal
reconstruction quality. The framework is tested on real and synthetic benchmark
datasets, and the results validate the rate-scalable property of the proposed
scheme.","['Sally Khaidem', 'Mansi Sharma']",2022-10-04T08:18:06Z,http://arxiv.org/abs/2210.01447v2,"['cs.CV', 'eess.IV']"
"Integrating Digital Twin and Advanced Intelligent Technologies to
  Realize the Metaverse","The advances in Artificial Intelligence (AI) have led to technological
advancements in a plethora of domains. Healthcare, education, and smart city
services are now enriched with AI capabilities. These technological
advancements would not have been realized without the assistance of fast,
secure, and fault-tolerant communication media. Traditional processing,
communication and storage technologies cannot maintain high levels of
scalability and user experience for immersive services. The metaverse is an
immersive three-dimensional (3D) virtual world that integrates fantasy and
reality into a virtual environment using advanced virtual reality (VR) and
augmented reality (AR) devices. Such an environment is still being developed
and requires extensive research in order for it to be realized to its highest
attainable levels. In this article, we discuss some of the key issues required
in order to attain realization of metaverse services. We propose a framework
that integrates digital twin (DT) with other advanced technologies such as the
sixth generation (6G) communication network, blockchain, and AI, to maintain
continuous end-to-end metaverse services. This article also outlines
requirements for an integrated, DT-enabled metaverse framework and provides a
look ahead into the evolving topic.","['Moayad Aloqaily', 'Ouns Bouachir', 'Fakhri Karray', 'Ismaeel Al Ridhawi', 'Abdulmotaleb El Saddik']",2022-10-03T17:02:58Z,http://arxiv.org/abs/2210.04606v1,"['cs.HC', 'cs.AI']"
CASAPose: Class-Adaptive and Semantic-Aware Multi-Object Pose Estimation,"Applications in the field of augmented reality or robotics often require
joint localisation and 6D pose estimation of multiple objects. However, most
algorithms need one network per object class to be trained in order to provide
the best results. Analysing all visible objects demands multiple inferences,
which is memory and time-consuming. We present a new single-stage architecture
called CASAPose that determines 2D-3D correspondences for pose estimation of
multiple different objects in RGB images in one pass. It is fast and memory
efficient, and achieves high accuracy for multiple objects by exploiting the
output of a semantic segmentation decoder as control input to a keypoint
recognition decoder via local class-adaptive normalisation. Our new
differentiable regression of keypoint locations significantly contributes to a
faster closing of the domain gap between real test and synthetic training data.
We apply segmentation-aware convolutions and upsampling operations to increase
the focus inside the object mask and to reduce mutual interference of occluding
objects. For each inserted object, the network grows by only one output
segmentation map and a negligible number of parameters. We outperform
state-of-the-art approaches in challenging multi-object scenes with
inter-object occlusion and synthetic training.","['Niklas Gard', 'Anna Hilsmann', 'Peter Eisert']",2022-10-11T10:20:01Z,http://arxiv.org/abs/2210.05318v3,['cs.CV']
"A Complementary Framework for Human-Robot Collaboration with a Mixed
  AR-Haptic Interface","There is invariably a trade-off between safety and efficiency for
collaborative robots (cobots) in human-robot collaborations. Robots that
interact minimally with humans can work with high speed and accuracy but cannot
adapt to new tasks or respond to unforeseen changes, whereas robots that work
closely with humans can but only by becoming passive to humans, meaning that
their main tasks suspended and efficiency compromised. Accordingly, this paper
proposes a new complementary framework for human-robot collaboration that
balances the safety of humans and the efficiency of robots. In this framework,
the robot carries out given tasks using a vision-based adaptive controller, and
the human expert collaborates with the robot in the null space. Such a
decoupling drives the robot to deal with existing issues in task space (e.g.,
uncalibrated camera, limited field of view) and in null space (e.g., joint
limits) by itself while allowing the expert to adjust the configuration of the
robot body to respond to unforeseen changes (e.g., sudden invasion, change of
environment) without affecting the robot's main task. Additionally, the robot
can simultaneously learn the expert's demonstration in task space and null
space beforehand with dynamic movement primitives (DMP). Therefore, an expert's
knowledge and a robot's capability are both explored and complementary. Human
demonstration and involvement are enabled via a mixed interaction interface,
i.e., augmented reality (AR) and haptic devices. The stability of the
closed-loop system is rigorously proved with Lyapunov methods. Experimental
results in various scenarios are presented to illustrate the performance of the
proposed method.","['Xiangjie Yan', 'Yongpeng Jiang', 'Chen Chen', 'Leiliang Gong', 'Ming Ge', 'Tao Zhang', 'Xiang Li']",2022-10-12T08:18:24Z,http://arxiv.org/abs/2210.06003v1,['cs.RO']
"""Seeing the Faces Is So Important"" -- Experiences From Online Team
  Meetings on Commercial Virtual Reality Platforms","During the Covid-19 pandemic, online meetings became common for daily
teamwork in the home office. To understand the opportunities and challenges of
meeting in virtual reality (VR) compared to video conferences, we conducted the
weekly team meetings of our human-computer interaction research lab on five
off-the-shelf online meeting platforms over four months. After each of the 12
meetings, we asked the participants (N = 32) to share their experiences,
resulting in 200 completed online questionnaires. We evaluated the ratings of
the overall meeting experience and conducted an exploratory factor analysis of
the quantitative data to compare VR meetings and video calls in terms of
meeting involvement and co-presence. In addition, a thematic analysis of the
qualitative data revealed genuine insights covering five themes: spatial
aspects, meeting atmosphere, expression of emotions, meeting productivity, and
user needs. We reflect on our findings gained under authentic working
conditions, derive lessons learned for running successful team meetings in VR
supporting different kinds of meeting formats, and discuss the team's long-term
platform choice.","['Michael Bonfert', 'Anke V. Reinschluessel', 'Susanne Putze', 'Yenchin Lai', 'Dmitry Alexandrovsky', 'Rainer Malaka', 'Tanja Döring']",2022-10-12T13:19:26Z,http://arxiv.org/abs/2210.06190v2,"['cs.HC', 'H.5.3; H.5.2']"
An Efficient FPGA Accelerator for Point Cloud,"Deep learning-based point cloud processing plays an important role in various
vision tasks, such as autonomous driving, virtual reality (VR), and augmented
reality (AR). The submanifold sparse convolutional network (SSCN) has been
widely used for the point cloud due to its unique advantages in terms of visual
results. However, existing convolutional neural network accelerators suffer
from non-trivial performance degradation when employed to accelerate SSCN
because of the extreme and unstructured sparsity, and the complex computational
dependency between the sparsity of the central activation and the neighborhood
ones. In this paper, we propose a high performance FPGA-based accelerator for
SSCN. Firstly, we develop a zero removing strategy to remove the coarse-grained
redundant regions, thus significantly improving computational efficiency.
Secondly, we propose a concise encoding scheme to obtain the matching
information for efficient point-wise multiplications. Thirdly, we develop a
sparse data matching unit and a computing core based on the proposed encoding
scheme, which can convert the irregular sparse operations into regular
multiply-accumulate operations. Finally, an efficient hardware architecture for
the submanifold sparse convolutional layer is developed and implemented on the
Xilinx ZCU102 field-programmable gate array board, where the 3D submanifold
sparse U-Net is taken as the benchmark. The experimental results demonstrate
that our design drastically improves computational efficiency, and can
dramatically improve the power efficiency by 51 times compared to GPU.","['Zilun Wang', 'Wendong Mao', 'Peixiang Yang', 'Zhongfeng Wang', 'Jun Lin']",2022-10-14T13:34:00Z,http://arxiv.org/abs/2210.07803v1,"['eess.SP', 'cs.AR', 'eess.IV']"
"Artificial Intelligence and Innovation to Reduce the Impact of Extreme
  Weather Events on Sustainable Production","Frequent occurrences of extreme weather events substantially impact the lives
of the less privileged in our societies, particularly in agriculture-inclined
economies. The unpredictability of extreme fires, floods, drought, cyclones,
and others endangers sustainable production and life on land (SDG goal 15),
which translates into food insecurity and poorer populations. Fortunately,
modern technologies such as Artificial Intelligent (AI), the Internet of Things
(IoT), blockchain, 3D printing, and virtual and augmented reality (VR and AR)
are promising to reduce the risk and impact of extreme weather in our
societies. However, research directions on how these technologies could help
reduce the impact of extreme weather are unclear. This makes it challenging to
emploring digital technologies within the spheres of extreme weather. In this
paper, we employed the Delphi Best Worst method and Machine learning approaches
to identify and assess the push factors of technology. The BWM evaluation
revealed that predictive nature was AI's most important criterion and role,
while the mass-market potential was the less important criterion. Based on this
outcome, we tested the predictive ability of machine elarning on a publilcly
available dataset to affrm the predictive rols of AI. We presented the
managerial and methodological implications of the study, which are crucial for
research and practice. The methodology utilized in this study could aid
decision-makers in devising strategies and interventions to safeguard
sustainable production. This will also facilitate allocating scarce resources
and investment in improving AI techniques to reduce the adverse impacts of
extreme events. Correspondingly, we put forward the limitations of this, which
necessitate future research.","['Derrick Effah', 'Chunguang Bai', 'Matthew Quayson']",2022-09-21T06:52:39Z,http://arxiv.org/abs/2210.08962v1,"['cs.CY', 'cs.AI']"
"VRContour: Bringing Contour Delineations of Medical Structures Into
  Virtual Reality","Contouring is an indispensable step in Radiotherapy (RT) treatment planning.
However, today's contouring software is constrained to only work with a 2D
display, which is less intuitive and requires high task loads. Virtual Reality
(VR) has shown great potential in various specialties of healthcare and health
sciences education due to the unique advantages of intuitive and natural
interactions in immersive spaces. VR-based radiation oncology integration has
also been advocated as a target healthcare application, allowing providers to
directly interact with 3D medical structures. We present VRContour and
investigate how to effectively bring contouring for radiation oncology into VR.
Through an autobiographical iterative design, we defined three design spaces
focused on contouring in VR with the support of a tracked tablet and VR stylus,
and investigating dimensionality for information consumption and input (either
2D or 2D + 3D). Through a within-subject study (n = 8), we found that
visualizations of 3D medical structures significantly increase precision, and
reduce mental load, frustration, as well as overall contouring effort.
Participants also agreed with the benefits of using such metaphors for learning
purposes.","['Chen Chen', 'Matin Yarmand', 'Varun Singh', 'Michael V. Sherer', 'James D. Murphy', 'Yang Zhang', 'Nadir Weibel']",2022-10-21T23:22:21Z,http://arxiv.org/abs/2210.12298v2,"['cs.HC', 'cs.CY']"
