title,summary,authors,published,link,category,keywords
"Will Metaverse be NextG Internet? Vision, Hype, and Reality","Metaverse, with the combination of the prefix ""meta"" (meaning transcending)
and the word ""universe"", has been deemed as the next-generation (NextG)
Internet. It aims to create a shared virtual space that connects all virtual
worlds via the Internet, where users, represented as digital avatars, can
communicate and collaborate as if they are in the physical world. Nevertheless,
there is still no unified definition of the Metaverse. This article first
presents our vision of what the key requirements of Metaverse should be and
reviews what has been heavily advocated by the industry and the positions of
various high-tech companies. It then briefly introduces existing social virtual
reality (VR) platforms that can be viewed as early prototypes of Metaverse and
conducts a reality check by diving into the network operation and performance
of two representative platforms, Workrooms from Meta and AltspaceVR from
Microsoft. Finally, it concludes by discussing several opportunities and future
directions for further innovation.","['Ruizhi Cheng', 'Nan Wu', 'Songqing Chen', 'Bo Han']",2022-01-30T19:04:43Z,http://arxiv.org/abs/2201.12894v2,"['cs.NI', 'cs.MM', 'cs.SI']","Metaverse,NextG Internet,virtual space,Internet,digital avatar,virtual reality,network operation,performance,social VR,innovation"
"PanoDepth: A Two-Stage Approach for Monocular Omnidirectional Depth
  Estimation","Omnidirectional 3D information is essential for a wide range of applications
such as Virtual Reality, Autonomous Driving, Robotics, etc. In this paper, we
propose a novel, model-agnostic, two-stage pipeline for omnidirectional
monocular depth estimation. Our proposed framework PanoDepth takes one 360
image as input, produces one or more synthesized views in the first stage, and
feeds the original image and the synthesized images into the subsequent stereo
matching stage. In the second stage, we propose a differentiable Spherical
Warping Layer to handle omnidirectional stereo geometry efficiently and
effectively. By utilizing the explicit stereo-based geometric constraints in
the stereo matching stage, PanoDepth can generate dense high-quality depth. We
conducted extensive experiments and ablation studies to evaluate PanoDepth with
both the full pipeline as well as the individual modules in each stage. Our
results show that PanoDepth outperforms the state-of-the-art approaches by a
large margin for 360 monocular depth estimation.","['Yuyan Li', 'Zhixin Yan', 'Ye Duan', 'Liu Ren']",2022-02-02T23:08:06Z,http://arxiv.org/abs/2202.01323v1,['cs.CV'],"Monocular,Omnidirectional,Depth Estimation,Two-Stage Approach,Stereo Matching,Spherical Warping Layer,Geometric Constraints,Virtual Reality,Autonomous Driving"
"Deep Impulse Responses: Estimating and Parameterizing Filters with Deep
  Networks","Impulse response estimation in high noise and in-the-wild settings, with
minimal control of the underlying data distributions, is a challenging problem.
We propose a novel framework for parameterizing and estimating impulse
responses based on recent advances in neural representation learning. Our
framework is driven by a carefully designed neural network that jointly
estimates the impulse response and the (apriori unknown) spectral noise
characteristics of an observed signal given the source signal. We demonstrate
robustness in estimation, even under low signal-to-noise ratios, and show
strong results when learning from spatio-temporal real-world speech data. Our
framework provides a natural way to interpolate impulse responses on a spatial
grid, while also allowing for efficiently compressing and storing them for
real-time rendering applications in augmented and virtual reality.","['Alexander Richard', 'Peter Dodds', 'Vamsi Krishna Ithapu']",2022-02-07T18:57:23Z,http://arxiv.org/abs/2202.03416v1,"['cs.SD', 'cs.LG', 'eess.AS']","Impulse response,Filtering,Deep networks,Neural representation learning,Signal processing,Signal-to-noise ratio,Spatial grid,Real-time rendering,Virtual reality"
Prototyping a Virtual Agent for Pre-school English Teaching,"This paper describes a case study and the insights gained from prototyping an
Intelligent Virtual Agent (IVA) for English vocabulary building for
Spanish-speaking preschool children. After an initial exploration to evaluate
the feasibility of developing an IVA, we followed a Human-Centered Design (HCD)
approach to create a prototype. We report on the multidisciplinary process used
that incorporated two well-known educative concepts: gamification and
story-telling as the main components for engagement. Our results suggest that a
multidisciplinary approach to developing an educational IVA is effective. We
report on the relevant aspects of the ideation and design processes that
informed the vision and mission of the project.","['Eduardo Benitez Sandoval', 'Diego Vazquez Rojas', 'Clarissa A. Parada Cereceres', 'Alvaro Anzueto Rios', 'Amit Barde', 'Mark Billinghurst']",2022-02-08T07:26:21Z,http://arxiv.org/abs/2202.06946v1,"['cs.HC', 'I.3.8; K.3.1']","Virtual agent,Prototyping,Pre-school,English teaching,Intelligent Virtual Agent (IVA),Human-Centered Design (HCD),Gamification,Story-telling,Educational,Ideation"
OKVIS2: Realtime Scalable Visual-Inertial SLAM with Loop Closure,"Robust and accurate state estimation remains a challenge in robotics,
Augmented, and Virtual Reality (AR/VR), even as Visual-Inertial Simultaneous
Localisation and Mapping (VI-SLAM) getting commoditised. Here, a full VI-SLAM
system is introduced that particularly addresses challenges around long as well
as repeated loop-closures. A series of experiments reveals that it achieves and
in part outperforms what state-of-the-art open-source systems achieve. At the
core of the algorithm sits the creation of pose-graph edges through
marginalisation of common observations, which can fluidly be turned back into
landmarks and observations upon loop-closure. The scheme contains a realtime
estimator optimising a bounded-size factor graph consisting of observations,
IMU pre-integral error terms, and pose-graph edges -- and it allows for
optimisation of larger loops re-using the same factor-graph asynchronously when
needed.",['Stefan Leutenegger'],2022-02-18T13:53:43Z,http://arxiv.org/abs/2202.09199v2,['eess.IV'],"Visual-Inertial SLAM,Loop closure,State estimation,Robotics,Augmented Reality,Virtual Reality,Pose-graph edges,Factor graph,IMU pre-integrated error terms,Realtime estimator"
"A Dynamic Model of a Skydiver With Validation in Wind Tunnel and Free
  Fall","An innovative approach of gaining insight into motor skills involved in human
body flight is proposed. The key idea is the creation of a model autonomous
system capable of virtually performing skydiving maneuvers. A dynamic skydiver
model and simulator is developed, comprising biomechanical, aerodynamic, and
kinematic models, dynamic equations of motion, and a virtual reality
environment. Limb relative orientations, and resulting inertial body angular
position and velocity are measured in skydiving experiments in a vertical wind
tunnel and in free fall. These experimental data are compared with
corresponding simulation data to tune and verify the model for basic skydiving
maneuvers. The model is further extended to reconstruct advanced aerial
maneuvers, such as transitions between stable equilibria. The experimental data
are used to estimate skydiver's conscious inputs as a function of time, via an
Unscented Kalman Filter modified for this purpose.","['Anna Clarke', 'Per-Olof Gutman']",2022-02-16T17:27:46Z,http://arxiv.org/abs/2202.10233v1,"['cs.RO', 'cs.SY', 'eess.SY']","dynamic model,skydiver,wind tunnel,free fall,biomechanical model,aerodynamic model,kinematic model,virtual reality,inertial body,Unscented Kalman Filter"
Evoking realistic affective touch experiences in virtual reality,"This study aims to better understand the emotional and physiological
correlates of being caressed in VR depending on the type of multisensory
feedback provided and the animate or inanimate nature of the virtual
representation that touches an embodied virtual body. We evaluated how
pleasure, arousal, embodiment, and the illusion of being touched in VR were
influenced by the inclusion of only visual feedback compared to visuotactile
stimulation conditions, where participants, in addition to seeing an avatar or
feather caressing their virtual bodies, also perceived congruent mid-air
ultrasonic tactile stimulation or real interpersonal touch. We found that
visuotactile feedback, either based on ultrasound or real interpersonal touch,
boosts the illusion of being affectively touched and embodied in a virtual body
compared to conditions only based on visual feedback. However, real
interpersonal touch led to the strongest behavioral and emotional responses
compared to the other conditions. Moreover, arousal and the desire to withdraw
the caressed hand was highest when being touched by a female avatar compared to
a virtual feather. Female participants reported a stronger illusion of being
caressed in VR compared to males. Overall, this study advances knowledge of the
emotional and physiological impact of affective touch in VR.","['Sofia Seinfeld', 'Ivette Schmidt', 'Jörg Müller']",2022-02-27T16:09:23Z,http://arxiv.org/abs/2202.13389v1,"['cs.HC', '68', 'J.4']","virtual reality,multisensory feedback,visuotactile stimulation,ultrasonic tactile stimulation,interpersonal touch,embodiment,illusion,emotional response,physiological impact,affective touch"
Improving X-ray Diagnostics through Eye-Tracking and XR,"There is a growing need to assist radiologists in performing X-ray readings
and diagnoses fast, comfortably, and effectively. As radiologists strive to
maximize productivity, it is essential to consider the impact of reading rooms
in interpreting complex examinations and ensure that higher volume and
reporting speeds do not compromise patient outcomes. Virtual Reality (VR) is a
disruptive technology for clinical practice in assessing X-ray images. We argue
that conjugating eye-tracking with VR devices and Machine Learning may overcome
obstacles posed by inadequate ergonomic postures and poor room conditions that
often cause erroneous diagnostics when professionals examine digital images.","['Catarina Moreira', 'Isabel Blanco Nobre', 'Sandra Costa Sousa', 'João Madeiras Pereira', 'Joaquim Jorge']",2022-03-03T11:04:41Z,http://arxiv.org/abs/2203.01643v1,"['cs.HC', 'cs.LG']","X-ray diagnostics,eye-tracking,XR,radiologists,reading rooms,Virtual Reality,Machine Learning,ergonomic postures,digital images"
Anatomy Studio II: A Cross-Reality Application for Teaching Anatomy,"Virtual Reality has become an important educational tool, due to the pandemic
and increasing globalization of education. This paper presents a framework for
teaching Virtual Anatomy at the university level. Virtual classes have become a
staple of today's curricula because of the isolation and quarantine
requirements and the increased international collaboration. Our work builds on
the Visible Human Projects for Virtual Dissection material and provides a
medium for groups of students to do collaborative anatomical dissections in
real-time using sketching and 3D visualizations and audio coupled with
interactive 2D tablets for precise drawing. We describe the system
architecture, compare requirements with those of previous development, and
discuss the preliminary results. Discussions with Anatomists show that this is
an effective tool. We introduce avenues for further research and discuss
collaboration challenges posed by this context.","['Joaquim Jorge', 'Pedro Belchior', 'Abel Gomes', 'Maurício Sousa', 'João Pereira', 'Jean-François Uhl']",2022-03-04T08:37:53Z,http://arxiv.org/abs/2203.02186v1,"['cs.HC', 'I.3; J.3']","Virtual Reality,Anatomy,Education,Visible Human Project,Virtual Dissection,3D Visualization,Interactive Tablets,System Architecture,Collaborative Dissections"
High Speed Emulation in a Vehicle-in-the-Loop Driving Simulator,"Rendering accurate multisensory feedback is critical to ensure natural user
behavior in driving simulators. In this work, we present a virtual reality
(VR)-based Vehicle-in-the-Loop (ViL) simulator that provides visual,
vestibular, and haptic feedback to drivers in high speed driving conditions.
Designing our simulator around a four-wheel steer-by-wire vehicle enables us to
emulate the dynamics of a vehicle traveling significantly faster than the test
vehicle and to transmit corresponding haptic steering feedback to the driver.
By scaling the speed of the test vehicle through a combination of VR visuals,
vehicle dynamics emulation, and steering wheel force feedback, we can safely
and immersively run experiments up to highway speeds within a limited driving
space. In double lane change and highway weaving experiments, our high speed
emulation method tracks yaw motion within human perception limits and provides
sensory feedback comparable to the same maneuvers driven manually.","['Elliot Weiss', 'J. Christian Gerdes']",2022-03-06T20:27:57Z,http://arxiv.org/abs/2203.03043v2,"['eess.SY', 'cs.RO', 'cs.SY']","High speed emulation,Vehicle-in-the-Loop,Driving simulator,Virtual reality,Haptic feedback,Dynamics emulation,Steering feedback,Yaw motion,Highway speeds,Vehicle dynamics"
L2CS-Net: Fine-Grained Gaze Estimation in Unconstrained Environments,"Human gaze is a crucial cue used in various applications such as human-robot
interaction and virtual reality. Recently, convolution neural network (CNN)
approaches have made notable progress in predicting gaze direction. However,
estimating gaze in-the-wild is still a challenging problem due to the
uniqueness of eye appearance, lightning conditions, and the diversity of head
pose and gaze directions. In this paper, we propose a robust CNN-based model
for predicting gaze in unconstrained settings. We propose to regress each gaze
angle separately to improve the per-angel prediction accuracy, which will
enhance the overall gaze performance. In addition, we use two identical losses,
one for each angle, to improve network learning and increase its
generalization. We evaluate our model with two popular datasets collected with
unconstrained settings. Our proposed model achieves state-of-the-art accuracy
of 3.92{\deg} and 10.41{\deg} on MPIIGaze and Gaze360 datasets, respectively.
We make our code open source at https://github.com/Ahmednull/L2CS-Net.","['Ahmed A. Abdelrahman', 'Thorsten Hempel', 'Aly Khalifa', 'Ayoub Al-Hamadi']",2022-03-07T12:35:39Z,http://arxiv.org/abs/2203.03339v1,"['cs.CV', 'cs.LG', 'cs.RO']","Fine-grained gaze estimation,L2CS-Net,Unconstrained environments,Convolutional neural network,Gaze direction,Gaze angle,Loss function,Generalization,MPIIGaze dataset,Gaze360 dataset"
Metaverse: Security and Privacy Concerns,"The term ""metaverse"", a three-dimensional virtual universe similar to the
real realm, has always been full of imagination since it was put forward in the
1990s. Recently, it is possible to realize the metaverse with the continuous
emergence and progress of various technologies, and thus it has attracted
extensive attention again. It may bring a lot of benefits to human society such
as reducing discrimination, eliminating individual differences, and
socializing. However, everything has security and privacy concerns, which is no
exception for the metaverse. In this article, we firstly analyze the concept of
the metaverse and propose that it is a super virtual-reality (VR) ecosystem
compared with other VR technologies. Then, we carefully analyze and elaborate
on possible security and privacy concerns from four perspectives: user
information, communication, scenario, and goods, and immediately, the potential
solutions are correspondingly put forward. Meanwhile, we propose the need to
take advantage of the new buckets effect to comprehensively address security
and privacy concerns from a philosophical perspective, which hopefully will
bring some progress to the metaverse community.","['Ruoyu Zhao', 'Yushu Zhang', 'Youwen Zhu', 'Rushi Lan', 'Zhongyun Hua']",2022-03-08T05:06:13Z,http://arxiv.org/abs/2203.03854v3,['cs.CY'],"Metaverse,Security,Privacy Concerns,Virtual reality,User information,Communication,Scenario,Goods,Solutions,New buckets effect"
A Survey on Reinforcement Learning Methods in Character Animation,"Reinforcement Learning is an area of Machine Learning focused on how agents
can be trained to make sequential decisions, and achieve a particular goal
within an arbitrary environment. While learning, they repeatedly take actions
based on their observation of the environment, and receive appropriate rewards
which define the objective. This experience is then used to progressively
improve the policy controlling the agent's behavior, typically represented by a
neural network. This trained module can then be reused for similar problems,
which makes this approach promising for the animation of autonomous, yet
reactive characters in simulators, video games or virtual reality environments.
This paper surveys the modern Deep Reinforcement Learning methods and discusses
their possible applications in Character Animation, from skeletal control of a
single, physically-based character to navigation controllers for individual
agents and virtual crowds. It also describes the practical side of training DRL
systems, comparing the different frameworks available to build such agents.","['Ariel Kwiatkowski', 'Eduardo Alvarado', 'Vicky Kalogeiton', 'C. Karen Liu', 'Julien Pettré', 'Michiel van de Panne', 'Marie-Paule Cani']",2022-03-07T23:39:00Z,http://arxiv.org/abs/2203.04735v1,"['cs.GR', 'cs.LG']","Reinforcement Learning,Machine Learning,Sequential decisions,Environment,Actions,Rewards,Policy,Neural network,Character Animation,Deep Reinforcement Learning"
"Triangular Character Animation Sampling with Motion, Emotion, and
  Relation","Dramatic progress has been made in animating individual characters. However,
we still lack automatic control over activities between characters, especially
those involving interactions. In this paper, we present a novel energy-based
framework to sample and synthesize animations by associating the characters'
body motions, facial expressions, and social relations. We propose a
Spatial-Temporal And-Or graph (ST-AOG), a stochastic grammar model, to encode
the contextual relationship between motion, emotion, and relation, forming a
triangle in a conditional random field. We train our model from a labeled
dataset of two-character interactions. Experiments demonstrate that our method
can recognize the social relation between two characters and sample new scenes
of vivid motion and emotion using Markov Chain Monte Carlo (MCMC) given the
social relation. Thus, our method can provide animators with an automatic way
to generate 3D character animations, help synthesize interactions between
Non-Player Characters (NPCs), and enhance machine emotion intelligence (EQ) in
virtual reality (VR).","['Yizhou Zhao', 'Liang Qiu', 'Wensi Ai', 'Pan Lu', 'Song-Chun Zhu']",2022-03-09T18:19:03Z,http://arxiv.org/abs/2203.04930v1,"['cs.GR', 'cs.CV']","character animation,sampling,motion,emotion,relation,Spatial-Temporal And-Or graph,stochastic grammar model,conditional random field,Markov Chain Monte Carlo"
Information-Theoretic Odometry Learning,"In this paper, we propose a unified information theoretic framework for
learning-motivated methods aimed at odometry estimation, a crucial component of
many robotics and vision tasks such as navigation and virtual reality where
relative camera poses are required in real time. We formulate this problem as
optimizing a variational information bottleneck objective function, which
eliminates pose-irrelevant information from the latent representation. The
proposed framework provides an elegant tool for performance evaluation and
understanding in information-theoretic language. Specifically, we bound the
generalization errors of the deep information bottleneck framework and the
predictability of the latent representation. These provide not only a
performance guarantee but also practical guidance for model design, sample
collection, and sensor selection. Furthermore, the stochastic latent
representation provides a natural uncertainty measure without the needs for
extra structures or computations. Experiments on two well-known odometry
datasets demonstrate the effectiveness of our method.","['Sen Zhang', 'Jing Zhang', 'Dacheng Tao']",2022-03-11T02:37:35Z,http://arxiv.org/abs/2203.05724v2,['cs.CV'],"information theoretic,odometry learning,robotics,vision tasks,navigation,virtual reality,variational information bottleneck,deep information bottleneck,latent representation"
Online Continual Learning for Embedded Devices,"Real-time on-device continual learning is needed for new applications such as
home robots, user personalization on smartphones, and augmented/virtual reality
headsets. However, this setting poses unique challenges: embedded devices have
limited memory and compute capacity and conventional machine learning models
suffer from catastrophic forgetting when updated on non-stationary data
streams. While several online continual learning models have been developed,
their effectiveness for embedded applications has not been rigorously studied.
In this paper, we first identify criteria that online continual learners must
meet to effectively perform real-time, on-device learning. We then study the
efficacy of several online continual learning methods when used with mobile
neural networks. We measure their performance, memory usage, compute
requirements, and ability to generalize to out-of-domain inputs.","['Tyler L. Hayes', 'Christopher Kanan']",2022-03-21T00:23:09Z,http://arxiv.org/abs/2203.10681v3,"['cs.LG', 'cs.AI']","Online Continual Learning,Embedded Devices,Real-time Learning,Memory Usage,Compute Capacity,Machine Learning Models,Catastrophic Forgetting,Data Streams,Neural Networks,Generalization."
Software Rasterization of 2 Billion Points in Real Time,"We propose a software rasterization pipeline for point clouds that is capable
of brute-force rendering up to two billion points in real time (60fps).
Improvements over the state of the art are achieved by batching points in a way
that a number of batch-level optimizations can be computed before rasterizing
the points within the same rendering pass. These optimizations include frustum
culling, level-of-detail rendering, and choosing the appropriate coordinate
precision for a given batch of points directly within a compute workgroup.
Adaptive coordinate precision, in conjunction with visibility buffers, reduces
the number of loaded bytes for the majority of points down to 4, thus making
our approach several times faster than the bandwidth-limited state of the art.
Furthermore, support for LOD rendering makes our software-rasterization
approach suitable for rendering arbitrarily large point clouds, and to meet the
increased performance demands of virtual reality rendering.","['Markus Schütz', 'Bernhard Kerbl', 'Michael Wimmer']",2022-04-04T07:41:43Z,http://arxiv.org/abs/2204.01287v1,['cs.GR'],"Software rasterization,Point clouds,Real time,Brute-force rendering,Batch-level optimizations,Frustum culling,Level-of-detail rendering,Coordinate precision,Visibility buffers,LOD rendering"
From PHY to QoE: A Parameterized Framework Design,"The rapid development of 5G communication technology has given birth to
various real-time broadband communication services, such as augmented reality
(AR), virtual reality (VR) and cloud games. Compared with traditional services,
consumers tend to focus more on their subjective experience when utilizing
these services. In the meantime, the problem of power consumption is
particularly prominent in 5G and beyond. The traditional design of physical
layer (PHY) receiver is based on maximizing spectrum efficiency or minimizing
error, but this will no longer be the best after considering energy efficiency
and these new-coming services. Therefore, this paper uses quality of experience
(QoE) as the optimization criterion of the PHY algorithm. In order to establish
the relationship between PHY and QoE, this paper models the end-to-end
transmission from UE perspective and proposes a five-layer framework based on
hierarchical analysis method, which includes system-level model, bitstream
model, packet model, service quality model and experience quality model. Real
data in 5G network is used to train the parameters of the involved models for
each type of services, respectively. The results show that the PHY algorithms
can be simplified in perspective of QoE.","['Hao Wang', 'Lei Ji', 'Zhenxing Gao']",2022-04-08T03:54:58Z,http://arxiv.org/abs/2204.03828v1,"['cs.IT', 'cs.MM', 'cs.PF', 'math.IT']","5G communication,broadband communication,augmented reality (AR),virtual reality (VR),cloud games,power consumption,physical layer (PHY),quality of experience (QoE),optimization criterion,hierarchical analysis."
"Information and Communication Technology in Migration: A Framework for
  Applications, Customization, and Research","This paper addresses the role of Information and Communication Technology
(ICT) in migration governance, support, and experience with particular
attention to emerging technologies such as artificial intelligence, social
media, and virtual reality. We propose a framework for technology use based on
user groups and process types. We provide examples of using emerging
technologies for migration-related tasks within the context of this framework.
We then identify how such technologies can be applied to migration-related
tasks, developed for customized use, and improved through research to add new
features that can help different migration stakeholders. We suggest a series of
possible directions for future research and development to take advantage of
specific affordances of those emerging technologies more effectively.","['Ali Arya', 'Luciara Nardon', 'Md Riyadh']",2022-04-13T19:02:42Z,http://arxiv.org/abs/2204.06611v1,['cs.CY'],"Information and Communication Technology,Migration Governance,Emerging Technologies,Artificial Intelligence,Social Media,Virtual Reality,User Groups,Process Types,Customized Use,Future Research"
Facing the Illusion and Reality of Safety in Social VR,"The ethical design of social Virtual Reality (VR) is not a new topic, but
""safety"" concerns of using social VR are escalated to a different level given
the heat of the Metaverse. For example, it was reported that nearly half of the
female-identifying VR participants have had at least one instance of virtual
sexual harassment. Feeling safe is a basic human right - in any place,
regardless in real or virtual spaces. In this paper, we are seeking to
understand the discrepancy between user concerns and designs in protecting user
safety in social VR applications. We study safety concerns on social VR
experience first by analyzing Twitter posts and then synthesize practices on
safety protection adopted by four mainstream social VR platforms. We argue that
future research and platforms should explore the design of social VR with
boundary-awareness.","['Qingxiao Zheng', 'Tue Ngoc Do', 'Lingqing Wang', 'Yun Huang']",2022-04-14T17:21:58Z,http://arxiv.org/abs/2204.07121v2,['cs.HC'],"Social VR,Safety,Virtual Reality,Metaverse,Virtual sexual harassment,User concerns,User safety,Twitter posts,Safety protection,Boundary-awareness"
"Bandwidth bounds for wide-field-of-view dispersion-engineered achromatic
  metalenses","Optical systems with wide field-of-views (FOV) are crucial for many
applications such as high performance imaging, optical projection,
augmented/virtual reality, and miniaturized medical imaging tools. Typically,
aberration-free imaging with a wide FOV is achieved by stacking multiple
refractive lenses (as in a ""fisheye"" lens), adding to the size and weight of
the optical system. Single metalenses designed to have a wide FOV have the
potential to replace these bulky imaging systems and, moreover, they may be
dispersion engineered for spectrally broadband operation. In this paper, we
derive a fundamental bound on the spectral bandwidth of dispersion-engineered
wide-FOV achromatic metalenses. We show that for metalenses with a relatively
large numerical aperture (NA), there is a tradeoff between the maximum
achievable bandwidth and the FOV; interestingly, however, the bandwidth
reduction saturates beyond a certain FOV that depends on the NA of the
metalens. These findings may provide important information and insights for the
design of future wide-FOV achromatic flat lenses.","['Kunal Shastri', 'Francesco Monticone']",2022-04-19T23:04:37Z,http://arxiv.org/abs/2204.09154v1,['physics.optics'],"wide-field-of-view,dispersion-engineered,achromatic,metalenses,aberration-free imaging,refractive lenses,spectrally broadband,numerical aperture,bandwidth,flat lenses"
Adversarial Attention for Human Motion Synthesis,"Analysing human motions is a core topic of interest for many disciplines,
from Human-Computer Interaction, to entertainment, Virtual Reality and
healthcare. Deep learning has achieved impressive results in capturing human
pose in real-time. On the other hand, due to high inter-subject variability,
human motion analysis models often suffer from not being able to generalise to
data from unseen subjects due to very limited specialised datasets available in
fields such as healthcare. However, acquiring human motion datasets is highly
time-consuming, challenging, and expensive. Hence, human motion synthesis is a
crucial research problem within deep learning and computer vision. We present a
novel method for controllable human motion synthesis by applying
attention-based probabilistic deep adversarial models with end-to-end training.
We show that we can generate synthetic human motion over both short- and
long-time horizons through the use of adversarial attention. Furthermore, we
show that we can improve the classification performance of deep learning models
in cases where there is inadequate real data, by supplementing existing
datasets with synthetic motions.","['Matthew Malek-Podjaski', 'Fani Deligianni']",2022-04-25T16:12:42Z,http://arxiv.org/abs/2204.11751v1,"['cs.CV', 'cs.LG']","Adversarial Attention,Human Motion Synthesis,Deep Learning,Human Pose,Inter-subject Variability,Specialized Datasets,End-to-End Training,Synthetic Motion,Deep Adversarial Models"
"Foveated Rendering: Motivation, Taxonomy, and Research Directions","With the recent interest in virtual reality and augmented reality, there is a
newfound demand for displays that can provide high resolution with a wide field
of view (FOV). However, such displays incur significantly higher costs for
rendering the larger number of pixels. This poses the challenge of rendering
realistic real-time images that have a wide FOV and high resolution using
limited computing resources. The human visual system does not need every pixel
to be rendered at a uniformly high quality. Foveated rendering methods provide
perceptually high-quality images while reducing computational workload and are
becoming a crucial component for large-scale rendering. In this paper, we
present key motivations, research directions, and challenges for leveraging the
limitations of the human visual system as they relate to foveated rendering. We
provide a taxonomy to compare and contrast various foveated techniques based on
key factors. We also review aliasing artifacts arising due to foveation methods
and discuss several approaches that attempt to mitigate such effects. Finally,
we present several open problems and possible future research directions that
can further reduce computational costs while generating perceptually
high-quality renderings.","['Susmija Jabbireddy', 'Xuetong Sun', 'Xiaoxu Meng', 'Amitabh Varshney']",2022-05-09T19:48:01Z,http://arxiv.org/abs/2205.04529v2,['cs.GR'],"Foveated Rendering,Virtual Reality,Augmented Reality,Field of View (FOV),Real-Time Images,Human Visual System,Computational Workload,Rendering Methods,Aliasing Artifacts,Open Problems"
"VRCockpit: Mitigating Simulator Sickness in VR Games Using Multiple
  Egocentric 2D View Frames","Virtual reality head-mounted displays (VR HMDs) have become a popular
platform for gaming. However, simulator sickness (SS) is still an impediment to
VR's wider adoption, particularly in gaming. It can induce strong discomfort
and impair players' immersion, performance, and enjoyment. Researchers have
explored techniques to mitigate SS. While these techniques have been shown to
help lessen SS, they may not be applicable to games because they cannot be
easily integrated into various types of games without impacting gameplay,
immersion, and performance. In this research, we introduce a new SS mitigation
technique, VRCockpit. VRCockpit is a visual technique that surrounds the player
with four 2D views, one for each cardinal direction, that show 2D copies of the
areas of the 3D environment around the player. To study its effectiveness, we
conducted two different experiments, one with a car racing game, followed by a
first-person shooter game. Our results show that VRCockpit has the potential to
mitigate SS and still allows players to have the same level of immersion and
gameplay performance.","['Hao Chen', 'Rongkai Shi', 'Diego Monteiro', 'Nilufar Baghaei', 'Hai-Ning Liang']",2022-05-14T11:36:11Z,http://arxiv.org/abs/2205.07041v2,['cs.HC'],"Virtual reality,simulator sickness,VRCockpit,2D view frames,egocentric,gaming,immersion,performance,gameplay,effectiveness"
"Design and implementation of brain surgery bipolar electrocautery
  simulator using haptic technology","Surgical simulators have been widely used in training and evaluation of
physicians and surgeons. Virtual reality augmented with haptic technology has
made it feasible to develop more realistic surgical simulators. In this
context, we set out to design and develop a brain surgery bipolar
electrocautery simulator using haptic technology. A 3D model of brain tissue
was generated based on a brain craniotomy image. Bipolar forceps were also
modeled to visually assimilate real forceps. An experiment was developed to
assess the learning process of the participants. In this experiment, the
volunteers were asked to cauterize a large blood vessel in the brain while
minimizing the damage done to the brain tissue. The experiment was performed on
20 volunteers, and statistical analysis was conducted on the learning process
and error reduction during the surgery. Next, the volunteers were divided into
gamer and non gamer groups. The analysis of the volunteers operation
demonstrated that, on average, there was a 5 percent reduction in the
percentage of applied force error. It was also shown that the results achieved
by the gamer and non gamer group has significant difference with a p value of
0.0001. So, playing computer games would increase hand control, focus, and
reflex and positively affect surgery skills.","['Reza Karimzadeh', 'Javad Sheikh', 'Hamed Azarnoush', 'Hossein Arabi']",2022-05-18T15:31:56Z,http://arxiv.org/abs/2205.08999v1,['physics.med-ph'],"brain surgery,bipolar electrocautery,simulator,haptic technology,3D model,forceps,surgical training,virtual reality,statistical analysis,hand control"
Deep Learning for Omnidirectional Vision: A Survey and New Perspectives,"Omnidirectional image (ODI) data is captured with a 360x180 field-of-view,
which is much wider than the pinhole cameras and contains richer spatial
information than the conventional planar images. Accordingly, omnidirectional
vision has attracted booming attention due to its more advantageous performance
in numerous applications, such as autonomous driving and virtual reality. In
recent years, the availability of customer-level 360 cameras has made
omnidirectional vision more popular, and the advance of deep learning (DL) has
significantly sparked its research and applications. This paper presents a
systematic and comprehensive review and analysis of the recent progress in DL
methods for omnidirectional vision. Our work covers four main contents: (i) An
introduction to the principle of omnidirectional imaging, the convolution
methods on the ODI, and datasets to highlight the differences and difficulties
compared with the 2D planar image data; (ii) A structural and hierarchical
taxonomy of the DL methods for omnidirectional vision; (iii) A summarization of
the latest novel learning strategies and applications; (iv) An insightful
discussion of the challenges and open problems by highlighting the potential
research directions to trigger more research in the community.","['Hao Ai', 'Zidong Cao', 'Jinjing Zhu', 'Haotian Bai', 'Yucheng Chen', 'Lin Wang']",2022-05-21T00:19:56Z,http://arxiv.org/abs/2205.10468v2,"['cs.CV', '68T45', 'I.4.0']","Omnidirectional vision,Deep learning,360 cameras,Field-of-view,Spatial information,Convolution methods,Datasets,Taxonomy,Learning strategies"
